"_type","category","isi","judul"
"dict","hot","","Ini Sosialita dan Juga Putri Pemilik Klub Bola yang Terseret Kasus Seungri"
"dict","hot","","Ini Sosialita dan Juga Putri Pemilik Klub Bola yang Terseret Kasus Seungri"
"dict","finance","Jakarta - Tak jauh dari Pelabuhan Saketa, Halmahera Selatan berdiri sebuah rumah yang tampak bagus dibanding rumah lainnya di kampung itu. Rumah berkelir putih itu, mentereng dengan keramik putih dan desain pintu bergaya modern. Di depan rumah tersebut, sudah ada spanduk biru besar betuliskan ""Agen BRILink"". Ya, rumah tersebut adalah milik Badarudin Saleh (40).Dengan ramah, Badarudin mempersilakan kami masuk. Sembari tersenyum, Badar, biasa dia disapa, mengatakan segala yang didapat tak lepas dari pendapatannya sebagai agen BRILink sejak 2016.Baca juga: Dulu Warga Madapolo Kirim Uang Ratusan Juta Lewat Laut""Hampir bersamaan dengan datangnya kapal Seva. Saya awalnya tidak tahu soal BRILink namun ditawari. Awalnya takut belum pernah juga,"" cerita dia kepada detikFinance, Kamis (7/5/2019). googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535944306169-0'); }); Namun dorongan untuk menyediakan layanan perbankan untuk masyarakat kampung yang tak ada bank di dalamnya begitu kuat. Dia ingin masyarakat terbantu saat ingin bayar listrik, transfer, atau menarik uang tunai.Kendati demikian, masalah jaringan membuatnya kesulitan melayani masyarakat. Jaringan yang kerap mati hidup ini juga diakali Badar dengan cara yang sebenarnya mengandung risiko untuk Badar.""Pernah jaringan tidak bisa sampai 1 minggu. Kadang kalau sudah percaya, saya kasih saja duitnya nanti kalau jaringan sudah normal, saya narik uang mereka. Saya juga harus pergi sampai Gane Timur, Samafa yang ada jaringan di sana sampai ratusan kilo. Jadi saya kumpulin di sana kalau ada jaringan saya ambil (transaksi) di situ,"" Badar mengaku tidak mau juga pelanggannya jauh-jauh datang tapi jaringan tidak bisa. Apalagi setiap hari puluhan warga datang untuk melakukan transaksi di rumahnya.""Apalagi mereka harus ongkos ke sini jadi kasihan juga,"" kata Badar yang juga seorang sopir antar BBM ini.Oleh karena itu, Badar berharap agar provider jaringan tersebut bisa memperbaiki sinyalnya di Pulau Saketa. Baca juga: Sebelum Ada Bank Terapung, Warga Simpan Uang di Dalam TanahSementara itu, Saiful Azis (35), pelanggan Badar, mengaku sering menarik uang di tempat Badar meski jaringan suka ngadat. Namun karena sudah terpercaya, dia pun rela mengantre bersama warga lainnya.""Sering saya ke sini sebulan sampai 5 kali. Kalau di sini tinggal pakai motor kalau ke Bacan butuh 2 hari. Paling banyak saya tarik Rp 6 sampai 10 juta,"" tutur nelayan ini.Sementara itu Pimpinan Cabang Pembantu Kantor BRI Labuha Halmahera Selatan Erys P Saragih mengatakan agen BRILink merupakan salah satu kunci keberhasilan BRI.""Dengan adanya agen BRILink kita nggak perlu infrastruktur dan SDM karena mereka merupakan nasabah karakter bagus sehingga dengan adanya mereka nasabah enggak perlu sewa kapal datang ke Labuha karena mereka ditempatkan di tengah masyarakat,"" tuturnya. Baca berita lainnya mengenai Teras BRI Kapal Bahtera Seva di Ekspedisi Bahtera Seva. (ega/ara) bahtera seva bri bahteraseva-bri bahteraseva bahteraseva-halmahera bri","Agen BRILink Cari Sinyal hingga Ratusan Kilo Biar Bisa Transaksi"
"dict","sport","Paris - Olivier Giroud baru saja mencatatkan namanya di buku sejarah Prancis. Ia kini menjadi pemain tertajam ketiga Les Bleus setelah Michel Platini dan Thierry Henry.Giroud jadi salah satu pencetak gol kala Prancis mengalahkan Islandia 4-0 di Kualifikasi Piala Eropa 2020. Dalam pertandingan di Stade de France, Selasa (26/3/2019) dini hari WIB, Giroud mencetak gol kedua Prancis lewat sepakan usai memanfaatkan umpan silang Benjamin Pavard.Itu merupakan gol ke-35 Giroud untuk timnas Prancis. Striker Chelsea itu menorehkannya catatan tersebut dari total 89 kali penampilan.Dilansir oleh Opta, Giroud kini menempati peringkat ketiga daftar top skorer sepanjang masa Prancis, melewati torehan David Trezeguet (34 gol). Giroud kini hanya kalah dari Platini (41 gol dalam 72 kali penampilan) dan Henry (51 gol dalam 123 penampilan). googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Baca juga: Kualifikasi Piala Eropa: Prancis Habisi Islandia 4-0[Gambas:Twitter]""Dari sudut pandang pribadi, itu pasti jadi sumber kebanggaan untuknya,"" ujar pelatih Prancis Didier Deschamps seperti dikutip Reuters.""Ia gabung dengan kami setelah tak banyak bermain untuk klubnya meski ia super efisien di Liga Europa dan bersama kami dia mencetak gol dua kali dalam dua laga. Ia bermain sesuai dengan gayanya, dia membawa sesuatu untuk tim.""Giroud memang jarang jadi starter di Liga Inggris. Ia cuma enam kali main sejak awal dan membukukan satu gol. Sementara di Liga Europa, Giroud sudah mencetak sembilan gol dari sembilan kali penampilan.Baca juga: Deschamps Akan Gantikan Allegri di Juventus? (nds/raw) olivier giroud timnas prancis","Soal Gol di Timnas Prancis, Giroud Cuma Kalah dari Platini dan Henry"
"dict","sport","Jakarta - Cristiano Ronaldo mengalami cedera saat Portugal menghadapi Serbia di Kualifikasi Piala Eropa 2020. Penyerang milik Juventus itu memastikan cederanya tak parah.Ronaldo kembali turun sebagai starter saat Portugal menjamu Serbia di Estadio da Luz, Selasa (26/3/2019) dinihari WIB pada laga Grup B Kualifikasi Piala Eropa 2020. Sebelumnya dia juga menjadi starter dalam comeback-nya melawan Ukraina, usai absen dari timnas sejak Piala Dunia 2018 lalu.Baca juga: Kualifikasi Piala Eropa: Ronaldo Cedera, Portugal Diimbangi Serbia googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Tapi di laga kontra Serbia ini, Ronaldo hanya bermain 31 menit. Pemain 34 tahun tersebut mengalami cedera otot, diduga hamstring, saat tengah berlari.Dia lalu digantian Pizzi. Portugal sendiri pada akhirnya menutup laga dengan hasil imbang 1-1, Setelah gol Danilo Pereira menyaman gol penalt Dusan Tadic.Cedera Ronaldo jadi kekhawatiran tersendiri untuk Juventus. Sebab akhir pekan ini Bianconeri sudah mesti bermain lagi melawan Empoli, disusul laga kontra Cagliari dan AC Milan.Baca juga: Kualifikasi Piala Eropa: Inggris Bungkam Montenegro 5-1Selain itu, Ajax akan jadi rival di perempatfinal Liga Champions. Ajax niscaya tak bisa diremehkan karena sudah menyingkirkan Madrid di babak 16 besar.Ronaldo memastikan cederanya tak terlalu parah. Dia percaya diri akan kembali bermain dalam waktu sekitar dua pekan.""Saya sama sekali tidak khawatir. Saya tahu tubuh saya,"" ujarnya dilansir Dailymail.Baca juga: Kualifikasi Piala Eropa: Prancis Habisi Islandia 4-0""Saya akan kembali dalam satu atau dua pekan ke depan,"" tambah dia. (raw/nds) cristiano ronaldo timnas portugal juventus kualifikasi piala eropa 2020","Ronaldo: Tenang Saja, Aku Akan Pulih dalam Dua Pekan"
"dict","finance","Jakarta - Layanan financial technology (fintech) kini sedang berkembang pesat di Indonesia. Layanan yang ditawarkan mulai dari fintech peer to peer lending sampai fintech pembayaran. Untuk melindungi konsumen serta penyelenggara fintech, Dewan Perwakilan Rakyat (DPR) RI mengkaji pembentukan Undang-undang (UU) untuk mengatur soal fintech. ""Saat ini semua usulan dari masyarakat sedang dalam kajian di DPR. Apakah nanti kebutuhannya mendesak? Sangat tergantung kepada apa yang diharapkan oleh publik dan inisiatif pemerintah,"" kata Ketua DPR RI Bambang Soesatyo dalam seminar nasional di Jakarta, Selasa (27/3/2019). googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535944306169-0'); }); Baca juga: Akulaku Suntik Rp 500 Miliar ke Bank Yudha BhaktiDia menjelaskan dalam kajian DPR juga sedang menimbang kurang lebih rencana UU fintech tersebut. Bamsoet menyebut teknologi tidak bisa dilawan di tengah kemajuan zaman. ""Kita tidak boleh melewatkan atau ketinggalan teknologi kalau tak mau tergilas, apalagi sekarang sudah masuk industru 4.0,"" ujar dia.UU ini diharapkan bisa melindungi konsumen dan memberikan manfaat bagi negara terkait transaksi online yang ada di Indonesia. ""Dalam waktu dekat kita sedang membahas dengan pemerintah agar triliunan transaksi di sini bisa mudah dilaporkan, di sini kita bisa tarik pajaknya sehingga ada tambahan pemasukan bagi negara,"" jelas dia.Baca juga: Begini Cara Pinjam Uang via Aplikasi GrabSelain UU fintech, DPR juga sedang membahas UU industri keuangan non bank (IKNB). Saat ini sedang meminta masukan dari akademisi dan masyarakat. ""Sebelum melihat sejauh itu kita masih lihat apa yang dilaporkan masyarakat, pemerintah dan nanti saya akan cek dulu ke komisi XI tentang itu,"" jelas dia. (kil/ara) fintech financial technology dpr bambang soesatyo","DPR Kaji Undang-undang untuk Fintech"
"dict","finance","Jakarta - Menteri Keuangan Sri Mulyani Indrawati mengatakan pemerintah akan mewaspadai kemungkinan terjadinya resesi atau kemerosotan ekonomi yang terjadi di Amerika Serikat (AS) yang merupakan negara dengan kekuatan ekonomi terbesar di dunia.Mantan Direktur Pelaksana Bank Dunia itu mengatakan, pemerintah akan mengamati perkembangan ekonomi di AS atas kemungkinan terjadinya resesi yang bisa berdampak ke Indonesia.""Memang Amerika dan RRT sekarang ekonomi cenderung melemah semuanya, dan ini harus kita waspadai secara baik,"" kata Sri Mulyani ditemui di Hotel Bidakara, Jakarta, Selasa (26/3/2019). googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535944306169-0'); }); Baca juga: Tekanan Dolar AS Mereda ke Rp 14.150Pihaknya akan mempelajari faktor-faktor yang mengarah pada resesi di AS. Dia mengatakan, pemerintah sebetulnya sudah melihat bahwa di tahun 2019 ini tantangannya berbeda dari 2018, di mana proyeksi ekonomi dunia menunjukkan pelemahan.""Dan pelemahannya cukup signifikan. Kalau kita lihat koreksinya (pertumbuhan ekonomi) dari 3,9% ke 3,7%, 3,5%, bahkan sekarang mungkin lebih rendah dari ini. Dan beberapa indikator tadi disebutkan inverse curve dari yield curve US treasury Amerika yang satu tahun, 3 bulan, dan 10 tahun,"" ujarnya.Baca juga: Berkah Terselubung di Balik Perang Dagang AS-ChinaFaktor-faktor di atas, lanjut Sri Mulyani bisa menjadi indikator apakah AS akan mengalami resesi alias pelemahan atau tidak.""Ini biasanya sebagai leading indicator terhadap kemungkinan terjadinya resesi atau pelemahan di Amerika Serikat,"" tambahnya.Simak Juga 'Januari 2019, APBN Defisit Rp 45,8 Trilyun':[Gambas:Video 20detik] (ara/ara) sri mulyani indrawati amerika serikat ekonomi resesi resesi as","Sri Mulyani Waspadai Ancaman Resesi Ekonomi AS"
"dict","hot","","Scott Walker dan Virus Eksperimentalnya di Inggris"
"dict","hot","","Curhat Elvy Sukaesih yang Sedih Jelang Pernikahan Dhawiya"
"dict","hot","","Perjalanan Irish Bella hingga Jelang Pernikahan"
