"_type","category","isi","judul"
"dict","bola","Jadwal Siaran Langsung Piala AFC 2019, Ceres Negros Vs Persija Jakarta  - Laga antara Ceres Negros vs    akan tersaji pada lanjutan    2019, Rabu (3/4/2019). Jika tidak ada perubahan, laga yang berlangsung di Stadion Panaad, Bacolod, Filipina itu akan disiarkan secara langsung di MNCTV mulai pukul 18.00 WIB. Dikutip dari laman resmi klub, Persija memiliki misi tersendiri saat menjalani laga ketiganya itu. Mereka menargetkan bisa mencuri poin demi menjaga peluang lolos ke babak selanjutnya. Dari dua laga AFC, Macan Kemayoran baru membukukan empai poin dari hasil seri 0-0 dengan Becamex Binh Duong dan meraih kemenangan 3-1 di kandang Shan United. Untuk sementara ini, tim asuhan Ivan Kolev ini tertinggal dua poin dari wakil Filipina tersebut. Karena itu, laga ini akan menjadi momen perebutan takhta. Jika ingin merebut posisi puncak, Ismed Sofyan cs harus mencuri kemenangan. Wajib hukumnya bagi Persija tampil garang jika ingin mewujudkan hal tersebut. A post shared by   (@officialmnctv) on Apr 1, 2019 at 6:13am PDT “Motivasi kami juga karena Ceres berada di puncak. Paling tidak jangan sampai kalah untuk mendapat poin. Itu tekad kami dari tim Persija dan menjadi target dari manajemen,”ujar asisten pelatih Mustaqim, pada konferensi pers jelang laga. Mustaqim juga yakin hasil baik bisa diraih timnya setelah tak harus membagi fokus dengan Piala Presiden. Apalagi pemain juga tidak sabar menjajal kekuatan tim juara Liga Premier Filipina ini. “Kami membawa pemain-pemain terbaik. Kami sudah dapat fokus karena kami tidak ikut babak lanjutan Piala Presiden. Saya berharap pekan ini fokus kami benar-benar memenangkan pertandingan besok,” jelas Mustaqim.","Jadwal Siaran Langsung Piala AFC 2019, Ceres Negros Vs Persija Jakarta"
"dict","otomotif","",""
"dict","lifestyle","PERHATIAN : Cerita ini hanya fiktif belaka, bila ada persamaan nama, tempat, kejadian dan lain-hal lain itu hanya kebetulan belaka..... Salam Messlaip!		","Si Quvroy - Beli Bintang"
"dict","properti","Menghitung Kenaikan Harga Apartemen Pasca MRT Beroperasi  - Beroperasinya Moda Raya Terpadu (  ) diyakini akan mendorong kenaikan harga    di sepanjang koridor yang dilalui. Terutama, untuk apartemen yang lokasinya tak jauh dari stasiun MRT. ""Kita melihat ada potensi kenaikan yang tinggi. Tetapi sekarang belum kelihatan,"" kata Senior Associate Director Colliers International Indonesia Ferry Salanto di Jakarta, Selasa (2/4/2019). Kenaikan itu, imbuh dia, terjadi seiring peningkatan jumlah penumpang moda transportasi berbasis rel tersebut. Pada tahun pertama MRT beroperasi,    menargetkan jumlah penumpang mencapai 65.000 per hari. Secara berkala jumlah tersebut ditargetkan meningkat hingga 130.000 penumpang per hari pada tahun keempat moda transportasi itu beroperasi. Kendati diprediksi naik, Ferry mengaku, belum dapat menghitung seberapa besar peningkatan harganya. ""Tapi yang jelas nanti kalau ada kenaikan  ,  -nya akan tinggi. Ini baru bicara MRT, belum bicara LRT,"" ujarnya. Ia menambahkan, ketika kondisi makro ekonomi pasca-Pemilu 2019 semakin membaik dan MRT atau LRT beroperasi, diperkirakan harga apartemen di Jakarta akan naik pada kisaran 5-6 persen pada 2021. Saat ini, harga apartemen berada pada kisaran Rp 34,1 juta per meter persegi. Bila mengacu pada prediksi tersebut, maka harga apartemen diperkirakan akan tumbuh menjadi Rp 37,5 juta per meter persegi pada 2021.","Menghitung Kenaikan Harga Apartemen Pasca MRT Beroperasi"
"dict","travel","Berencana ke Solo Bulan April? Jangan Lewatkan 4 Agenda Wisata Ini    di Jawa Tengah memiliki julukan sebagai kota budaya. Ada banyak obyek wisata budaya yang bisa dikunjungi di Kota Solo. Selain itu, banyak pula pertunjukan seni-budaya di kota ini setiap tahunnya. Bulan April 2019 ada beberapa  wisata yang akan digelar di Kota Surakarta. Satu  telah dilaksanakan pada 1 April 2019 yakni peringatan kenaikan tahta Raja Surakarta, Pakubuwana XIII yang dilanjutkan dengan kirab agung. Namun masih ada  wisata yang akan diadakan di Kota Solo, yakni: Penyelenggaraan Solo Indonesia Culinary Festival (SICF) adalah pada Jumat sampai Minggu tanggal 5-8 April 2019 mulai pukul 10.00 -22.00 WIB. Lokasi acara ini adalah Benteng Vastenburg yang berada di daerah Gladag. Acara SICF 2019 sangat pas dikunjungi oleh mereka yang menyukai wisata kuliner. Festival ini akan menyajikan berbagai jenis makanan Jawa yang dihidangkan para  dari dalam dan luar negeri. Pertunjukan sendratari Ramayana tidak hanya ada di Prambanan saja. Kota Solo juga mempunyai  pertunjukan sendratari Ramayana yang digelar besok pada Hari Jumat tanggal 19 April 2019. Lokasi pertunjukan sendratari Ramayana di Kota Solo adalah Taman Balekambang. Pertunjukan akan dimulai pada pukul 19.30 WIB. Pengunjung yang ingin menonton pertunjukan ini bisa langsung datang ke  pada waktu yang ditentukan. Dalam perjuangannya, Ramawijaya dibantu oleh pasukan kera, salah satunya berwujud seekor kera putih bernama Anoman. Festival selanjutnya masih berkaitan dengan seni-budaya. Namun kali ini seni-budaya yang ditampilkan adalah budaya Islam, yakni melalui festival hadrah. Tujuan diselenggarakannya festival ini adalah untuk melestarikan dan mempopulerkan seni budaya Islam dalam rangka menguatkan rasa kebersamaan dan kerukunan antarumat beragama. Rencananya, Festival Hadrah 2019 akan diadakan pada Sabtu dan Minggu tanggal 20-21 April 2019. Lokasi penyelenggaraan festival ini adalah di Balaikota Surakarta. Kota Solo tidak mau ketinggalan dalam peringatan Hari Tari Sedunia yang diperingati setiap tanggal 29 April. Kota Solo akan mengadakan acara tahunan, yakni Solo Menari pada tanggal yang sama. Acara Solo Menari 2019 rencananya akan diadakan di Stadion Sriwedari pada Senin (29/4/2019). Acara ini dimulai pukul 15.00 WIB.","Berencana ke Solo Bulan April? Jangan Lewatkan 4 Agenda Wisata Ini"
"dict","lifestyle"," Pil KB Generasi Baru Makin Banyak Manfaat     Metode kontrasepsi dengan pil masih jadi pilihan utama pasangan usia subur. Apalagi, pil KB generasi terbaru memiliki banyak manfaat selain menunda kehamilan. Saat ini terdapat dua jenis pil KB, yaitu pil KB kombinasi yang mengandung hormon estrogen dan progesteron. Kedua adalah pil KB progestin yang hanya mengandung hormon progesteron saja, sehingga juga bisa digunakan oleh ibu menyusui karena tidak memengaruhi produksi dan kualitas ASI. Andalan Kontrasepsi juga mengeluarkan pil KB FE yang memiliki kompososisi zat besi. “Pil KB pada umumnya terdiri dari dua pil, ada yang plasebo dan zat aktifnya. Nah, kalau pil KB FE ini plasebonya kami ganti dengan zat besi untuk mencegah anemia saat menstruasi,” kata Manajer Produk Andalan Kontrasepsi Norina Veronica dalam acara temu media di Bogor beberapa waktu lalu. Ditambahkan oleh dr.Tirsa Verani, Sp.OG, jumlah perempuan yang menderita anemia di Indonesia cukup tinggi. “Karena pola makannya kurang daging merah dan sayuran, sehingga rentan anemia. Terlebih saat haid,” kata Tirsa dalam acara yang sama. Penelitian juga mengungkap manfaat lain dari pil KB, yaitu mengurangi risiko kanker rahim, kanker ovarium, hingga melancarkan menstruasi. Itu sebabnya, menurut Tirsa, wanita belum menikah yang haidnya tidak teratur pun bisa mendapatkan manfaat dari pil KB. “Yang belum menikah dan haidnya sering tidak lancar karena gangguan hormonal justru akan jadi lancar dengan bantuan pil kontrasepsi,” ujar dokter dari RS Brawijaya Jakarta ini. Keunggulan lain dari pil KB adalah harganya murah, cukup diminum sehari sekali, dan bisa dihentikan sewaktu-waktu jika pengguna merencanakan kehamilan. Menurut Tirsa, ada banyak metode kontrasepsi yang bisa disesuaikan dengan gaya hidup masing-masing. “Kalau orangnya pelupa sebaiknya jangan pilih pil KB, bisa pakai yang metode kontrasepsi jangka panjang seperti IUD,” katanya. Beberapa wanita mungkin mengalami efek samping dari pil kontrasepsi, seperti sakit kepala atau perubahan pola menstruasi. Mengenai efek samping kegemukan, menurut Norina, itu adalah mitos pil KB yang sudah ada sejak lama. “Dahulu pil KB memang mengandung hormon tinggi, sehingga mungkin saja menyebabkan gemuk. Tapi pil KB yang sekarang sudah tidak tinggi lagi kandungan hormonnya,” ujarnya.  "," Pil KB Generasi Baru Makin Banyak Manfaat   "
"dict","bola","Garuda Select Vs Brighton, Hasil Terbaru Skuad Garuda di Inggris  -    kembali melanjutkan agenda pertandingannya di Inggris pada Selasa (4/4/2019). Kali ini lawan yang dihadapi adalah Brighton & Hove Albion U-18. Ini merupakan pertandingan ke-10 bagi anak asuh Des Walker. Dalam pertandingan yang berlangsung di Falmer, East Sussex tersebut, skuad Garuda takluk 0-3. Dikutip dari BolaSport.com, Garuda Select tertinggal saat laga baru berjalan empat menit setelah Lorent Tolaj mencetak gol usai menerima umpan dari sepak pojok. Gol itu menjadi satu-satunya gol yang tercipta pada babak pertama. Pada babak kedua dimulai, Garuda Select langsung mencoba melancarkan serangan untuk menyamakan skor. Sayang upaya dari para bakat-bakat muda Indonesia itu berhasil digagalkan oleh kiper Brighton. A post shared by   (@mysupersoccer) on Apr 2, 2019 at 6:20am PDT Bagus Kahfi sebenarnya sempat mencetak gol, tetapi golnya dianulir karena terlebih dahulu terperangkap offside. Terlalu asyik menyerang, David Maulana cs justru kembali tertinggal pada menit ke-72. Brighton menambah keunggulan lewat titik putih setelah Bagas Kaffa melakukan pelanggaran di kotak terlarang. Jelang selesainya pertandingan tepatnya pada menit ke-86, gawang Garuda Select kembali kebobolan. Cashman yang menusuk sisi kanan pertahanan Garuda Select berhasil memaksimalkan peluang menjadi gol. Skor 0-3 pun menjadi hasil pertandingan. Kekalahan ini menjadi kekalahan keempat bagi Garuda Select selama di Inggris. Dengan demikian, Garuda Select sudah merasakan 4 kemenangan, 2 imbang, dan 4 kali kalah. Selanjutnya, Garuda Select akan melanjutkan tur mereka dengan menghadapi Preston North End U-18 pada Selasa (9/4/2019) pukul 20.30 WIB.","Garuda Select Vs Brighton, Hasil Terbaru Skuad Garuda di Inggris"
"dict","sains","Berniat ""Mencuri"" Telur Ayam, Goana Australia Malah Telan 6 Bola Golf  Seekor goanna yang menelan enam buah       pulih kembali tanpa harus dioperasi, setelah atas ""kekuatannya sendiri"" berhasil memuntahkan bola yang dikiranya   . Goana yang dijuluki Tiger oleh petani setempat di Byron Bay,   , itu selama ini cukup meresahkan karena selalu ""mencuri"" telur ayam. Petani yang tak mau disebutkan namanya itu memasang bola-bola golf di tempat ayamnya biasa mengerami telur. Tujuannya untuk memancing ayamnya bertelur. Namun begitu menyadari bola-bola golf itu telah hilang, si petani ini pun langsung memanggil kelompok penyelamat satwa liar WIRES. Setelah mencari beberapa saat, mereka akhirnya mendapati Tiger dengan leher yang sudah membengkak. Mereka langsung membawa hewan itu ke dokter hewan. Martin Fitzgerald dari WIRES menjelaskan goana merupakan hewan oportunistik. ""Ketika mereka menemukan telur, mereka ibaratnya berada di surga,"" ujar Fitzgerald. ""Kami sudah sering menerima laporan soal goana yang merampok telur ayam para petani,"" tambahnya. Menurut Fitzgerald, asam lambung seekor goanna sangat kuat sehingga bisa melelehkan pelapis bola golf sekalipun. Namun akibat dari hal itu, hewan ini akan syok karena keracunan. Dokter hewan setempat Michael Pyne menjelaskan Tiger si goana pada akhir terhindar dari sayatan pisau operasi. ""Kami sudah memperkirakan dia akan dioperasi. Tapi rupanya si goana ini memutuskan untuk membantu kami,"" katanya. ""Dia berhasil memuntahkan kembali bola golf dan telur yang ditelannya,"" kata Dr Pyne. Dari pengalamannya sebagai dokter hewan, Dr Pyne menjelaskan dia juga pernah menangangi seekor ular uang menelas bola golf. Dr Pyne meminta para pemilik ayam untuk memastikan kandang ayam mereka aman. ""Agar goana jangan sampai masuk, kandang harus diberi kawat yang cukup rapat sehingga ular kecil pun tidak akan menemukan jalan masuk,"" katanya. Martin Fitzgerald menyarankan pemilik ayam untuk meletakan telur asli di kandang ayam jika ingin mendorong ayam mereka bertelur. Bukan bola golf. Tiger si goana kini dalam kondisi baik dan dilepaskan kembali ke habitat yang sama.","Berniat ""Mencuri"" Telur Ayam, Goana Australia Malah Telan 6 Bola Golf"
"dict","properti","Mei 2019, Konstruksi Stadion Utama Papua Bangkit Rampung  Presiden Joko Widodo (Jokowi) melakukan inspeksi mendadak ke Stadion Utama Papua Bangkit, di Sentani Timur, Kabupaten Jayapura, Senin (1/4/2019). Ini merupakan bagian dari rangkaian kunjungan kerjanya di Provinsi Papua untuk melihat perkembangan pembangunan berbagai fasilitas umum dan infrastruktur di sana. Presiden mengatakan bahwa konstruksi Stadion Utama Papua Bangkit akan selesai pada Mei 2019 dan selanjutnya tinggal menambah persiapan menjelang perhelatan Pekan Olahraga Nasional (PON) 2020 yang akan diselenggarakan di Provinsi Papua tahun depan. “Saya lihat kesiapannya ini nanti bulan apa selesai, Mei selesai. Insya Allah Mei selesai,” ujar Presiden Jokowi, seperti dipublikasikan laman resmi Sekretariat Kabinet, Selasa (2/4/2019). Menurut pengamatannya, stadion yang berdaya tampung lebih dari 40.000 penonton itu memiliki kualitas yang bagus dan diharapkan bisa meningkatkan prestasi klub sepak bola yang berada di Papua. Jokowi menyetujui agar Provinsi Papua fokus pada pengembangan cabang olahraga sepak bola, seperti yang diusulkan oleh Gubernur Papua Lukas Enembe. “Sudah fokus dua itu saja, Pak Gub. Setuju saya,” kata Jokowi. Sesuai catatan  ,    akan menjadi   utama ajang PON 2020. Luas stadionnya mencapai 71.697 meter persegi yang berdiri atas lahan 13 hektar. Nilai kontrak pembangunannya sebesar Rp 1,3 triliun. Pengerjaannya dilakukan oleh PT Pembangunan Perumahan (Persero) Tbk sejak 2016 dan ditargetkan selesai pada tahun ini. Stadion itu juga dilengkapi dengan lapangan latihan serta sejumlah fasilitas lainnya. Dilihat dari gambar foto yang beredar, tampak ukiran khas Papua berbentuk barisan segitiga mendominasi bagian fasad bangunan. Pada sisi kiri dan kanan stadion, ukiran tersebut memiliki ukuran lebih besar daripada bagian pelengkung. Terdapat tulisan “Stadion Papua Bangkit” berwarna merah mendominasi salah satu atap pada sisi pelengkung.","Mei 2019, Konstruksi Stadion Utama Papua Bangkit Rampung"
"dict","lifestyle","Produk Tas Coach Terlaris di Indonesia     - Label asal Amerika, Coach, terkenal dengan koleksi tas yang disukai para pecinta fashion. Bahkan, koleksi terbatasnya selalu laris di Indonesia. Memiliki beragam pilihan model, material, dan palet warna, tas-tas kulit Coach memang menawan dan memberi kesan mewah. Menurut Brand Manager Coach Indonesia Kanya Hariadi, ada tiga model tas yang paling laris di Indonesia, yaitu model Charlie, Dreamer, dan Parker. “Charlie bag ukurannya lumayan besar sehingga memuat banyak barang di dalamnya. Awalnya tas ini basic banget, tapi sekarang berkembang dengan banyak pilihan jenis kulit,” kata Kanya di sela acara pembukaan butik Coach terbaru di mal Senayan City Jakarta (2/4/2019). Sementara itu   memiliki desain tote yang multifungsi dan konstruksi ikonis. Jinjingan ini juga memiliki glovetanned leather hingga kulit eksotis. Sedangkan   yang berukuran kecil bisa dipakai untuk acara pesta atau pun formal. “Hardware-nya tea rose dan kulitnya jenis glovetanned yang sangat lembut. Tas ini juga bisa dijinjing atau model cross-body,” papar Kanya. Ia menjelaskan, secara umum konsumen Indonesia memang menyukai tas dengan desain multifungsi dengan ukuran sedang dan kecil. “Penggemar Coach di sini juga suka yang limited edition. Karena biasanya desain yang terbatas itu memiliki elemen dekorasi yang unik. Soal harga buat mereka tidak ada masalah,” imbuhnya. Beberapa koleksi terbatas dari Coach antara lain kolaborasi dengan Selena Gomez atau pun seri Disney. Tas keluaran Coach memang memiliki harga mulai dari Rp 3 juta untuk yang ukuran kecil. Meski relatif mahal, tetapi desainnya timeless dan memiliki detail yang cantik. Di butik terbaru Coach ini, konsumen juga bisa mendapatkan semua produk Coach, mulai dari tas wanita dan pria, sepatu, aksesoris, hingga pakaian. Di butik terbesar di Indonesia ini, juga dilengkapi dengan layanan  . konsumen juga bisa memberikan ciri khusus pada produk yang dibelinya, baik tas, sepatu, atau aksesoris.  ","Produk Tas Coach Terlaris di Indonesia   "
