"_type","category","isi","judul"
"dict","finance","Jakarta - Tingkat keterisian (okupansi) pesawat di Bandara Kertajati masih rendah. Rata-rata jumlah penumpang per pesawat kurang dari 70% tiap harinya. Sejak diresmikan pada Mei 2018, bandara terbesar di Indonesia setelah bandara Soekarno-Hatta itu memang masih sepi peminat.""Ya rata-ratanya memang masih di bawah 70% ya,"" kata Sekretaris Daerah Jawa Barat Iwa Karniwa ditemui di Kantor Kementerian Koordinator Kemaritiman, Jakarta, Selasa (2/4/2019).Sementara itu, untuk rute penerbangan tertentu pada saat peak season atau musim puncak, tingkat keterisian pesawat dia akui bisa mencapai 80% hingga 90%. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535944306169-0'); }); ""Sampai 80-90% terutama di peak season, itu kan Kertajati-Surabaya, Kertajati-Medan ya, sekarang yang cukup banyak itu ke Balikpapan karena banyak yang kerja juga di Balikpapan,"" paparnya.Baca juga: Pemprov Jabar Imbau PNS Gunakan Bandara Kertajati karena Masih SepiDia memahami tingkat keterisian penumpang pesawat di Bandara Kertajati memang belum seperti yang diharapkan. Itu pun menjadi catatan bagi pihaknya untuk melakukan perbaikan.""Jadi banyak hal yang perlu kita sampaikan pada masyarakat, yang sebetulnya dari masyarakat sekitarnya sudah cukup sebenarnya, hanya belum dimaksimalkan secara baik,"" tuturnya.Setelah akses tol ke Bandara Kertajati rampung dan bisa digunakan, itu juga diharapkan bakal meningkatkan jumlah penumpang di Bandara Kertajati. Tapi sambil menunggu tol selesai, pihaknya bakal mengoptimalkan masyarakat di beberapa wilayah untuk menggunakan bandara kebanggaan Jawa Barat itu.""Nah, oleh karena itu sambil menunggu jalan tol itu selesai, maka kita optimalkan wilayah Indramayu, Cirebon, Kuningan, Majalengka, itu kan hampir 15 juta potensinya,"" tambahnya.Tonton juga video Animo Penumpang Tinggi di Penerbangan Perdana Bandara Kertajati:[Gambas:Video 20detik] (zlf/zlf) bandara kertajati bandara kertajati","Penumpang Pesawat di Bandara Kertajati Masih Sepi"
"dict","sport","Jakarta - Bek Juventus, Leonardo Bonucci, turut menyalahkan Moise Kean yang mendapat aksi rasialisme dari suporter Cagliari. Raheem Sterling cuma tertawa mendengarnya.Moise Kean, striker muda Juventus, mendapat cemoohan dari pendukung Cagliari di Sardegna Arena, dalam pekan ke-30 Liga Italia, Rabu (3/4/2019) dini hari WIB.Kendati dicemooh, Kean, yang punya darah Pantai Gading dari orang tuanya, mencetak satu gol dalam kemenangan 2-0 Bianconeri. Ia merayakan golnya dengan merentangkan tangannya ke depan ultras Cagliari. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Baca juga: Kean: Inilah Cara Terbaik Melawan RasismeKean kemudian mengunggah foto perayaan golnya di Instagram, dengan captionnya bertuliskan, 'Cara terbaik merespons rasialisme,"" tulisnya.Sikap Kean rupanya dikritik Bonucci. Bek yang juga mencetak gol ke gawang Cagliari itu menilai seharusnya kean tak perlu melakukannya. Ia menyebut tindakan Kean dengan ultras Cagliari jadi sama saja alias 50:50.Komentar itu ditanggapi Sterling. Winger Manchester City itu mencibir komentar Bonucci. Di Instastory, pemain asal Inggris itu menyebut Bonucci layak ditertawakan. Secara tersirat, ia tak senang dengan komentar bek Juventus itu.Baca juga: Soal Kean yang Dilecehkan, Bonucci-Chiellini Beda Pandangan""Yang salah 50:50 @bonuccileo19..Yang anda bisa lakukan sekarang adalah tertawa,"" tulis Sterling, dengan emoji tertawa terbahak-bahak dan tepuk tangan dengan warna kulit hitam.Sterling juga merasakan apa yang dialami Kean. Saat berhadapan dengan Chelsea, dan membela Timnas Inggris menghadapi Montenegro di Kualifikasi Piala Eropa 2020, winger berusia 24 tahun itu menjadi sasaran aksi rasialisme. (yna/ran) moise kean raheem sterling leonardo bonucci juventus rasialisme","Sterling Tertawakan Komentar Bonucci soal Moise Kean"
"dict","hot","Jakarta - Ada-ada saja kreativitas netizen di media sosial. Kali ini yang jadi sasarannya adalah aktor Nicholas Saputra. Netizen diminta waspada akan kehadiran Nicholas Saputra. Wah ada apa nih?Salah seorang netizen dengan akun @KrisnaERLG meminta kepada netizen untuk mengabaikan Nicholas Saputra. Dia menggunakan kata-kata 'Twitter do your magic' yang biasanya digunakan untuk mewujudkan sesuatu hal jadi kenyataan.Di postingan tersebut, netizen itu mengunggah foto Nicholas dari sejumlah film yakni AADC, AADC2 hingga yang terbaru yakni di video klip 'Adu Rayu'. Netizen itu mengatakan kehadiran Nicholas Saputra kerap mengganggu hubungan pasangan. Dia mencontohkan saat Nicholas menjadi Rangga di 'Ada Apa Dengan Cinta' alias AADC.Baca juga: Usaha Mempertahankan Hubungan di Klip 'Adu Rayu' Yovie, Tulus dan GlennDiceritakan Cinta tengah menjalani pedekate dengan seorang pria bernama Borne. Namun Rangga hadir dan membuat Cinta pun akhirnya goyah dan memilih Rangga.Lalu di sekuel AADC, kembali disebut-sebut Rangga menjadi 'penikung' hubungan. Saat itu Cinta telah bertunangan dengan Trian. Namun lagi-lagi, kehadiran Rangga membuat Cinta galau.""Twitter do your magic.Kalau ditebarpesonain mas-mas ini tolong cuekin aja karena hobinya hadir di hubungan orang.2002 - Cinta & Borne2016 - Cinta & Trian2019 - Asti & IndraSebelumnya bukan apa-apa, hanya tidak ingin ada korban lagi aja. Sebarkan, jangan berhenti di kamu,"" tulis postingan @KrisnaERLG, dilihat detikHOT, Selasa (2/4/2019).Foto: Screenshot TwitterCuitan tersebut hanyalah guyonan belaka. Namun sudah menjadi viral hingga lebih dari 8.500 retweet.Komentar netizen pun bermacam-macam. Malahan ada yang menyebut Nicholas sebagai 'Sang Juara di Tikungan'.""Nicholas saputra, sang juara di tikungan. Kalah marc marquez,"" kata netizen.""Cowonya jg minder kalo ditikungnya sama doi mah. Monggo mas nico, silahkan tikung aja,"" timpal netizen lain.Simak Juga '3 Selebriti Tanah Air Ini Nggak Cuma Ganteng Tapi Juga Cerdas!':[Gambas:Video 20detik] (nkn/ken) nicholas saputra adu rayu aadc aadc 2 rilis Photo Gallery 1 screenshoot-movie Hey Girls! Nicholas Saputra Jadi Chef di 'Aruna dan Lidahnya' screenshoot-movie Hey Girls! Nicholas Saputra Jadi Chef di 'Aruna dan Lidahnya' screenshoot-movie Hey Girls! Nicholas Saputra Jadi Chef di 'Aruna dan Lidahnya' screenshoot-movie Hey Girls! Nicholas Saputra Jadi Chef di 'Aruna dan Lidahnya' screenshoot-movie Hey Girls! Nicholas Saputra Jadi Chef di 'Aruna dan Lidahnya' screenshoot-movie Hey Girls! Nicholas Saputra Jadi Chef di 'Aruna dan Lidahnya' 1 celeb Awas Naksir, Senyum Manis Nicholas Saputra celeb Awas Naksir, Senyum Manis Nicholas Saputra celeb Awas Naksir, Senyum Manis Nicholas Saputra celeb Awas Naksir, Senyum Manis Nicholas Saputra celeb Awas Naksir, Senyum Manis Nicholas Saputra 2 photo Melly Goeslaw dan Anto Hoed Rilis Album Original Soundtrack AADC? 2 photo Melly Goeslaw dan Anto Hoed Rilis Album Original Soundtrack AADC? 2 photo Melly Goeslaw dan Anto Hoed Rilis Album Original Soundtrack AADC? 2 photo Melly Goeslaw dan Anto Hoed Rilis Album Original Soundtrack AADC? 2 photo Melly Goeslaw dan Anto Hoed Rilis Album Original Soundtrack AADC? 2 photo Melly Goeslaw dan Anto Hoed Rilis Album Original Soundtrack AADC? 2 3 photo Tampil Kasual, Nicholas Saputra Tetap Bikin Cewek Kelepek-kelepek photo Tampil Kasual, Nicholas Saputra Tetap Bikin Cewek Kelepek-kelepek photo Tampil Kasual, Nicholas Saputra Tetap Bikin Cewek Kelepek-kelepek photo Tampil Kasual, Nicholas Saputra Tetap Bikin Cewek Kelepek-kelepek photo Tampil Kasual, Nicholas Saputra Tetap Bikin Cewek Kelepek-kelepek 4 photo 'AADC? 2' Siap Diproduksi photo 'AADC? 2' Siap Diproduksi photo 'AADC? 2' Siap Diproduksi photo 'AADC? 2' Siap Diproduksi photo 'AADC? 2' Siap Diproduksi photo 'AADC? 2' Siap Diproduksi photo 'AADC? 2' Siap Diproduksi photo 'AADC? 2' Siap Diproduksi photo 'AADC? 2' Siap Diproduksi 5 photo Perkenalkan Dimi Cindyastira, Bintang Baru di 'AADC? 2' photo Perkenalkan Dimi Cindyastira, Bintang Baru di 'AADC? 2' photo Perkenalkan Dimi Cindyastira, Bintang Baru di 'AADC? 2' photo Perkenalkan Dimi Cindyastira, Bintang Baru di 'AADC? 2' photo Perkenalkan Dimi Cindyastira, Bintang Baru di 'AADC? 2' photo Perkenalkan Dimi Cindyastira, Bintang Baru di 'AADC? 2' 6 photo Temu Kangen Bintang Film 'Ada Apa dengan Cinta?' 7 photo Brings Back Memories! Pemain Film 'Ada Apa Dengan Cinta' Reunian 8 photo Nicholas Saputra Jadi Pendekar di Film Terbaru 9 photo Nicholas Saputra Jadi Ikon Mal 10 1","Kocak! Netizen Diminta Waspadai Nicholas Saputra 'Sang Juara di Tikungan'"
"dict","hot","","Belum Sukses, Jangan Sedih! Ini Deretan Seleb yang Berhasil di Atas 30-an"
"dict","sport","Bandung - Pelatih Persib Bandung Miljan Radovic akan meminjamkan sejumlah pemainnya jelang Liga 1 2019. Gian Zola salah satunya.Zola musim lalu dipinjamkan ke Persela Lamongan. Bersama Laskar Joko Tingkir, Zola bermain reguler hingga bisa memperkuat Timnas U-23 di Piala AFF 2019 dan kualifikasi Piala Asia 2020.Kembalinya Zola membuat lini tengah Maung Bandung gemuk sehingga membuat Radovic kesulitan menentukan. Alhasil, Pelatih 43 tahun itu terpaksa meminjamkan beberapa pemainnya agar tetap mendapat jam terbang di tim lain, termasuk Zola yang baru saja bergabung. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Baca juga: Gian Zola Pertimbangkan Tinggalkan Persib Bandung""Zola datang hari ini, semua di sini (masuk skema) tapi kita lihat besok siapa cut list (dipinjamkan), ada banyak pemain di sini tapi kita akan lihat, secepatnya,"" kata Radovic di Lapangan Sabuga, Kota Bandung, Rabu (3/4/2019).""Saya lihat Zola cukup bagus, saya nonton Zola jadi saya tahu,"" sambungnya.""Beberapa pemain di sini, tidak hanya zola (nasib pemain lain yang gantung) nanti ada list, turun list, saya akan kasih kamu tau nanti,"" demikian Radovic.Sebelumnya, Gian Zola mengaku diminati klub lain. Pemain 20 tahun itu masih mempertimbangkan untuk meninggalkan Maung Bandung. Di sisi lain, ia butuh menit bermain agar bisa masuk skuat timnas Indonesia di Sea Games 2019.Baca juga: Pulang dari Batam, Persib Butuh TC Lagi (mud/mrp) gian zola persib bandung miljan radovic liga 1 2019 liga 1","Persib Pertimbangkan Pinjamkan Zola Lagi"
"dict","sport","Surabaya - Madura United kalah 0-1 dari Persebaya Surabaya di leg pertama semifinal Piala Presiden 2019. Pelatih Dejan Antonic menjanjikan atmosfer yang panas pada pertemuan kedua.Laskar Sape Kerap bermain tandang lebih dulu di Stadion Gelora Bung Tomo, Rabu (3/4/2019) sore WIB. Dalam duel yang sengit ini, Madura kalah 0-1 lewat gol Manu Dzhalilov di menit ke-64.Madura United masih punya kesempatan untuk membalas kekalahan dalam leg kedua di Stadion Gelora Ratu Pamelingan, Pamekasan, Sabtu (6/4/2019). Dejan selaku pelatih Madura United menilai laga nantinya bakal berlangsung panas. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Baca juga: Hasil Piala Presiden 2019: Persebaya Kalahkan Madura United 1-0""Kami datang ke sini untuk mencari hasil yang positif. Kita lihat di Madura, di Madura pasti panas sekali. Jauh lebih panas di Madura,"" kata Dejan dalam konferensi pers selepas laga.Pelatih Persebaya Surabaya, Djadjang Nurjaman, menilai anak asuhnya sempat tertekan di babak pertama. Situasi menjadi lebih baik di paruh kedua.""Saya ingin mengajak semua pemain untuk bersyukur menikmati kemenangan sore hari ini. Babak pertama kami sedikit tertekan, Alhamdulillah di babak kedua kami mulai bangkit,"" kata pelatih yang akrab disapa Djanur di konferensi pers akhir laga.""Kami berusaha untuk lolos ke babak final dengan mengulangi kemenangan ini di Madura. Anak-anak juga penuh daya juang,"" tegasnya.Baca juga: Mengenang Eri Irianto di Laga Persebaya Vs Madura United (hil/ran) piala presiden 2019 persebaya surabaya madura united dejan antonic djadjang nurdjaman birojatim","Dejan: Madura Vs Persebaya Bakal Panas di Leg Kedua"
"dict","hot","","Shazam, Cahaya Baru di Gelapnya DCEU"
"dict","sport","London - Roman Abramovich sudah lama menghilang di Chelsea. Kabar terbaru menyebutkan, taipan minyak itu bahkan sudah tidak punya box khusus di Stamford Bridge.Laporan itu diwartakan The Times. Media itu menyebutkan, pemilik Chelsea itu sudah tidak punya fasilitas khusus untuk menyaksikan pertandingan The Blues di Stamford Bridge.Times menulis, Abramovich rupanya tidak memesan Royal Box khusus di Chelsea sejak awal musim. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); ""Roman Abramovich tidak membeli corporate box di Chelsea sebelum awal musim ini, dan untuk pertama kalinya dalam hampir satu dekade terakhir,"" tulis Times, seperti dilansir 101GreatGoals.Baca juga: Sarri Menanti Ditegur Roman AbramovichHal ini terungkap dalam catatan akun Fordstam, perusahan induk Chelsea, yang sudah diajukan ke Companies House, badan pendaftaran perusahaan di Inggris.Selain kehilangan Royal Box di Stamford Bridge, Times menulis utang Abramovich terus membengkak di Chelsea. Dari yang sebelumnya 75 juta pound sterling, menjadi 1,25 miliar pound sterling.Sejak tahun lalu, Abramovich tidak bisa ke Inggris lantaran visanya ditolak. Keputusannya berpindah menjadi warga negara dari Rusia ke Israel membuatnya visanya tidak bisa diperpanjang. Hubungan diplomatik yang memanas antara Inggris dan Israel menjadi pemicunya.Baca juga: Kepergian Abramovich Akan Jadi Bencana untuk Chelsea (yna/ran) chelsea roman abramovich stamford bridge","Roman Abramovich Sudah Tidak Punya Royal Box di Chelsea?"
"dict","sport","Jakarta - Virgil van Dijk merupakan sosok tak tergantikan di lini pertahanan Liverpool. Bek asal Belanda itu disebut membawa efek positif untuk The Reds musim ini.Musim ini, Van Dijk sudah bermain 39 kali untuk Si Merah. Ia bermain penuh di 32 pertandingan Liga Inggris, dan bermain 7 kali di Liga Champions atau cuma sekali absen.Penampilan sebanyak itu rupanya cukup konsisten dilalui Van Dijk. Keberadaan di belakangnya turut mengantar Liverpool menjadi tim dengan pertahanan terbaik di Liga Inggris musim ini, yakni hanya kebobolan 19 gol dari 32 laga. googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Baca juga: Sudah Bulan April, Balapan Liverpool-City Makin SengitCatatan itu membuat Liverpool juga bersaing memperebutkan trofi Liga Inggris. Saat ini, tim besutan Juergen Klopp tersebut sedang berada di puncak klasemen dengan 79 poin, unggul dua angka dari Manchester City.Joel Matip, yang menjadi rekan duet Van Dijk di jantung pertahanan Liverpool, mengakui mantan pemain Southampton tersebut merupakan sosok penting bagi timnya. Ia menyebut Van Dijk membawa efek positif sebab membuat rekan-rekannya juga mampu tampil oke musim ini.Baca juga: Liverpool Harap-Harap Cemas Menanti Kabar Cedera Van Dijk""Dia adalah bek yang hebat. Berada di sekitarnya, saya pikir akan membuat semua pemain terus berkembang. Dia memiliki dampak besar pada peningkatan tim. Sangat menyenangkan untuk bermain dengannya,"" ujar Matip di situs resmi Liverpool.""Dia bek yang lengkap dan tahu apa yang harus dilakukannya. Setiap bek punya cara yang berbeda dalam melakukan tugasnya. Anda selalu membutuhkan waktu untuk benar-benar mengenal satu sama lain.""""Itu normal. Saya pikir kami membutuhkan waktu tersebut untuk menjadi lebik baik dan ini berjalan dengan baik hampir sepanjang waktu,"" tutur pria asal Kamerun ini menambahkan.Baca juga: Keberuntungan yang Menjaga Liverpool Tetap di Puncak Klasemen (yna/ran) liverpool virgil van dijk","Efek Positif Van Dijk di Liverpool"
"dict","sport","Jakarta - AC Milan akan berhadapan dengan Juventus akhir pekan ini. Jelang laga itu, pemain Rossoneri malah banyak yang mengalami cedera.Rossoneri bakal bertandang ke markas Juventus pada pekan ke-31 Serie A, Sabtu (6/4/2019). Milan tengah dalam situasi yang kurang oke untuk persiapan tim setelah banyaknya pemain yang cedera.Dilansir dari Football-Italia, beberapa pemain Il Diavolo harus masuk ruang perawatan. Gianluigi Donnarumma mengalami cedera paha dan cuma main 12 menit saat Milan bermain imbang dengan Udinese 1-1, Rabu (3/4/2019). googletag.cmd.push(function() { googletag.display('div-gpt-ad-1535945694694-0'); }); Baca juga: Milan Kok Lesu?Cedera kiper 20 tahun itu tampaknya cukup parah sehingga ia besar kemungkinan tak dibawa dalam lawatan ke markas Si Nyonya Tua. Donnarumma kabarnya juga harus beristirahat beberapa pekan untuk pemulihan.Ada juga Luca Paqueta yang cedera saat Milan menghadapi Udinese. Ia mengalami cedera pergelangan kaki sehingga harus digantikan oleh Samu Caltillejo pada menit ke-41.Pemain asal Brasil ini harus menggunakan kruk saat meninggalkan Stadion San Siro. Menurut Tuttosport, Paqueta diprediksi bakal absen saat berhadapan dengan Juventus.Donnarumma dan Paqueta menambah daftar cedera Milan, sebelumnya ada Frank Kessie dan Andrea Conti yang tak bisa tampil di laga menghadapi Udinese akibat cedera. Kebugaran keduanya juga masih diragukan jelang laga akhir pekan ini.Baca juga: Donnarumma Blunder, tapi Malah Dapat Trofi (ran/yna) ac milan gianluigi donnarumma lucas paqueta juventus","Milan Diterpa Badai Cedera Jelang Jumpa Juventus"
