"_type","category","isi","judul"
"dict","travel","Paket Wisata ke Korea Rp 2,9 Juta Bisa Ditemukan di Pameran Ini  Berencana untuk liburan ke    hingga   ? Tentunya Anda bisa mencari paket   yang ditawarkan dalam  ameran wisata, salah satu yang kini sedang berlangsung adalah    The World of Holidays di Laguna Atrium, Central Park Mall, Jakarta Barat. Chief of Marketing Officer Panorama JTB Tours Indonesia, Fenny Maria  mengatakan bahwa masyarakat di Indonesia memiliki gaya liburannya masing-masing. Mulai dari luxury holiday yang penuh kemewahan hingga mereka yang menyukai open trip dengan mendapatkan teman perjalanan baru. “Karenanya, kami terus berinovasi agar kebutuhan perjalanan semua pihak dapat kami akomodir,” kata Fenny dalam keterangan tertulis, Kamis (21/3/2019). Penasaran dengan    yang ditawarkan dalam pameran tersebut? Fenny memaparkan beberapa diantaranya paket-paket perjalanan yang ditawarkan, baik yang   maupun   di bawah 10 juta untuk perjalanan ke Asia dan Eropa. Ditawarkan untuk Anda yang ingin berlibur di    selama 10 hari paketnya seharga Rp 5,5 juta. Dalam paket tersebut wisatawan nantinya bisa berkunjung ke Istanbul, Bursa, Izmir, Cappadocia, Ankara dan lainnya.    tersebut  sudah termasuk hotel, wifi di bus dan Bosphorus Cruise. Nah, pilihan lain bila Anda ingin ke Eropa Barat termasuk Amsterdam, Burges, Paris, Luxemburg, Engelberg dan lain-lain bisa didapatkan dengan harga Rp 10 juta untuk 8 hari. Harga sudah termasuk hotel,   dan sarapan untuk semua peserta. “Di World of Holidays ini masyarakat akan menilai sendiri bahwa persepsi tentang   yang mahal dan   – itu salah. Paket yang kami tawarkan itu banyak sekali. Tinggal sesuaikan saja dengan kebutuhan dan   masing-masing,” kata Fenny. Dengan demikian Fenny berharap pameran wisata ini bisa memudahkan masyarakat dalam merencanakan liburannya. ","Paket Wisata ke Korea Rp 2,9 Juta Bisa Ditemukan di Pameran Ini"
"dict","travel","“Saya Penasaran, Katanya Pasar Ikan Muara Baru Mirip Tsukiji”    baru saja diresmikan Presiden Joko Widodo (  ) pada Rabu (13/3/2019). Dalam sambutannya, Jokowi menyebut pasar yang terletak di kawasan Penjaringan, Jakarta Utara tersebut dapat membalikkan persepsi masyarakat tentang pasar ikan selama ini. Bahkan melalui akun Instagram pribadinya, Jokowi menyebut Indonesia telah memiliki pasar ikan yang bersih seperti Tsukiji yang ada di Jepang. “Sudah lama saya ingin Indonesia punya pasar ikan besar dan modern seperti pasar ikan Tsukiji di Jepang – yang nyaman, tidak kotor, tidak becek, dan bau. Pada bulan Juli 2016, saya meminta Bu Susi Pudjiastuti, Menteri Kelautan dan Perikanan, untuk mewujudkannya,” ujar Jokowi dalam unggahannya hari ini, Kamis (14/3/2019). Pada Kamis (21/3/2019)   berkesempatan mengunjungi PIM. Pasar ini buka pada pukul 17.00 WIB hingga tengah malam. Sore itu kondisi pasar cukup ramai. Para pedagang ikan mulai menyiapkan dagangannya, menata berbagai hasil laut ke boks-boks di blok berdagang masing-masing, dan mulai menawarkan dagangannya kepada para pengunjang. Pengunjung pun tampak memenuhi pasar ini. Mereka berkeliling pasar dan mulai memilih hasil laut yang akan dibeli. Namun ternyata tak semua pengunjung hanya bertujuan membeli ikan. Agung misalnya, warga Tangerang ini datang ke PIM Muara Baru bersama anak dan istrinya dan menyaksikan aktivitas pasar di lantai dua gedung. “Saya penasaran aja, katanya (Pasar Ikan) Muara Baru kayak Tsukiji. Saya bawa anak biar tau juga pasar ikan modern itu seperti apa. Nanti mau makan ikan juga rencananya,” kata dia. Tak hanya keluarga Agung, sejumlah pengunjung juga tampak memegang ponsel dan mulai mengabadikan suasana pasar. “Buat diposting nanti (foto PIM),” ujar seorang pengunjung bernama Banu. Pasar ikan modern ini memang tak seperti pasar ikan pada umumnya. Para pedagang menjajakan hasil laut di dalam sebuah gedung dengan sirkulasi udara yang baik. Sehingga bau amis dan tanah becek tak akan Anda temukan di sini. Di sini Anda juga dapat melihat-lihat beragam hasil laut berukuran besar dan segar. Jika Anda tak sempat memasak ikan yang Anda beli, Anda dapat membawanya ke  pasar dan meminta pedagang memasak untuk Anda.","“Saya Penasaran, Katanya Pasar Ikan Muara Baru Mirip Tsukiji”"
"dict","lifestyle","PERHATIAN : Cerita ini hanya fiktif belaka, bila ada persamaan nama, tempat, kejadian dan lain-hal lain itu hanya kebetulan belaka..... Salam Messlaip!		","Si Quvroy - Beli Bintang"
"dict","entertainment","Tsania Marwa Klaim Punya Bukti Penganiayaan yang Diduga Dilakukan Keluarga Atalarik Syah - Artis peran    (27) menegaskan, bahwa dirinya memiliki bukti terkait dugaan kekerasan dan tindakan tidak menyenangkan dari keluarga    yakni, Doni dan Atilla Syah.   ""Satu hal yang perlu dicatat ya teman-teman, semua kejadian yang terjadi pada tanggal 16 Maret tersebut saya memiliki bukti kongkrit. Buktinya dalam bentuk apa dan seperti apa itu masih saya rahasiakan,"" kata Tsania Marwah dalam jumpa pers di kawasan Gambir, Jakarta Pusat, Selasa (19/3/2019).  Namun Tsania memilih untuk tak membuka bukti itu kepada publik.   ""Itu hanya akan saya berikan kepada pihak yang berwenang yaitu, kepolisian mengingat ada laporan yang terkait. Tapi untuk publik, saya rasa tidak etis ya itu menjadi konsumsi publik,"" ujar Tsania lagi.  Selain itu, Tsania juga telah mengajukan saksi yakni supir pribadinya yang mengantarkan Tsania ke kediaman Atalarik pada hari itu.   ""Di polres Bogor tadi saksi dari pihak saya sudah diperiksa. Supir saya, tapi dia tahu saya masuk posisinya saya tidak mendobrak. Dia lihat itu gerbang kebuka, dan dari samping mobil dia berdiri aja dengar suara teriak-teriakan berantem, karena suaranya besar sekali,"" ungkapnya.   ""Dan dia menjadi saksi saat saya keluar dari rumah, saya sudah nangis-nangis semua dan itu akhirnya dimintai keterangan juga. Selanjutnya saya serahkan pada yang berwajib,"" lanjutnya.   Sebelumnya Tsania Marwa melaporkan artis peran Atalarik Syah, Attila Syah, dan Doni atas tuduhan penganiayaan dan tindakan tidak menyenangkan.  Kejadian itu disebut terjadi pada Sabtu (16/3/2019) lalu. Saat itu Atalarik dan keluarga menghalangi Tsania untuk masuk ke kamar anaknya. Karena perlakuan Atalarik dan keluarga terhadap Tsania, ibu dua anak itu mengalami luka lecet di lengannya.","Tsania Marwa Klaim Punya Bukti Penganiayaan yang Diduga Dilakukan Keluarga Atalarik Syah"
"dict","tekno","Xiaomi Luncurkan Ponsel Gaming Black Shark 2 Black Shark 2 menjadi ponsel gaming generasi ketiga yang diperkenalkan oleh Xiaomi. Sebelumnya, Xiaomi telah merilis Black Shark generasi pertama dan Black Shark Helo. (   Xiaomi mengatakan juga telah mengoptimalkan tampilan ponsel untuk bermain game dengan meningkatkan akurasi warna, mengurangi layar berkedip pada tingkat kecerahan yang rendah, serta menurunkan latensi sentuhan menjadi 43,5 ms.  Untuk sisi kamera, Black Shark 2 ","Xiaomi Luncurkan Ponsel Gaming Black Shark 2"
"dict","edukasi","Dorong Inovasi Energi, ITS dan Shell Gelar """"Think Efficiency 2019""  - Kini perhatian dunia kepada isu-isu mengenai    untuk keberlanjutan kehidupan manusia sedang gencar digalakkan. Untuk mendorong ide-ide baru mengenai energi dari kalangan mahasiswa, PT    Indonesia bekerja sama dengan Energy Academy Indonesia (Ecadin) menghelat ""Expert Connect Campus Roadshow Series 2019"", di Gedung Pascasarjana   , Surabaya (16/3/2019). Isu energi bukanlah isu yang bisa diselesaikan dari satu belah pihak saja. Perlu kerjasama antarpihak yaitu dari masyarakat, pendidikan, dan juga pelaku   . Di sisi pendidikan selain dosen, mahasiswa diharapkan mampu menjadi agen perubahan dengan terobosan-terobosannya. Melalui Expert Connect Campus Roadshow, diharapkan bibit-bibit unggul dapat ditemukan dan didorong menjadi karya yang bisa bermanfaat di bidang energi. Expert Connect Campus Roadshow Series 2019 ialah talkshow yang membicarakan isu energi yang diadakan di empat kampus Indonesia yaitu Universitas Indonesia (UI), Institut Teknologi Bandung (ITB), Universitas Gadjah Mada (UGM), dan yang terakhir adalah ITS. Talkshow ini merupakan pembukaan dari serangkaian acara ""Think Efficiency 2019"" yang diadakan PT Shell Indonesia bersama Ecadin. ""Think Efficiency 2019"" sendiri adalah kompetisi    energi dan tribologi (ilmu yang mempelajari gesekan, aus dan pelumasan, red). Acara ini bertujuan mendorong hadirnya inovasi-inovasi di bidang energi dan tribologi dari seluruh negeri. Ide-ide inovasi ini diharapkan dapat memberikan dampak langsung terhadap efisiensi, ekonomi, sekaligus menginspirasi banyak anak muda Indonesia lainnya. “Ini merupakan forum yang sangat pas untuk mempertemukan berbagai pihak yang terlibat dalam isu energi sehingga mampu tercipta sebuah sinergi. Terlebih pembicara merupakan ahli dibidangnya, dan memiliki pengalaman di luar negeri sehingga mampu memberikan perspektif yang berbeda,” ucap Dhany ArifiantoKepala Subdirektorat Pembinaan Kegiatan Kemahasiswaan ITS yang menjadi moderator dalam   ini.","Dorong Inovasi Energi, ITS dan Shell Gelar """"Think Efficiency 2019"""
"dict","otomotif","",""
"dict","lifestyle","Minuman Bersoda Picu Risiko Kematian Dini, Simak Alasannya  - Anda penyuka    bersoda? Kebanyakan dari kita sudah tahu, minuman bersoda tidak baik   . Tapi, tahukah kamu    ternyata juga bisa meningkatkan    kematian dini? Temuan tersebut didapatkan dari hasil riset terbaru Harvard University.    berlabel ""diet"" yang diklaim lebih ""sehat"" sekali pun rupanya memiliki efek yang sama. Bahkan, minum satu minuman soda diet saja dalam sehari bisa meningkatkan risiko    jantung. Dua kaleng soda reguler per hari meningkatkan risiko kematian dini karena penyakit jantung hingga sepertiga. Lalu, minum minuman bersoda apa pun dalam sehari, bisa meningkatkan risiko kematian prematur karena penyebab apa pun hingga seperlima. Minum soda diet masih lebih baik untuk kesehatan, namun jika kamu mengonsumsinya hingga empat kaleng sehari, risiko kematian dini tetap mengintai. Laporan   menyebutkan, minum dua atau lebih minuman dengan pemanis buatan berkaitan dengan risiko   karena gumpalan darah, serangan jantung, dan kematian dini pada wanita usia 50 tahun. Data tersebut berdasarkan studi yang dilakukan   dan Studi-studi sebelumnya terkait minuman bersoda dan makanan cepat saji juga menyampaikan enam pemanis buatan yang paling umum digunakan. Enam pemanis tersebut adalah   dan  Kandungan tersebut dianggap sebagai racun bagi bakteri baik pada usus. Enam pemanis buatan ini juga kerap dikaitkan dengan penaikkan berat badan, dan mereduksi kemampuan hamil selama  . Juga meningkatkan risiko kematian karena   dan demensia sebanyak tiga kali lipat, serta meningkatkan risiko diabetes. Jadi, jika kamu penggemar soda, mungkin ada baiknya kamu menggantinya dengan minuman lain yang lebih sehat. Air putih, misalnya?    ","Minuman Bersoda Picu Risiko Kematian Dini, Simak Alasannya"
"dict","indeks","",""
"dict","www","",""
