"_type","category","isi","judul"
"dict","otomotif","",""
"dict","regional","Begini Kronologi Pemilik Toko Emas Dibacok dan Perhiasan Senilai Rp 1,6 M Dibawa Kabur   Kasus perampokan yang menimpa Djulijono (71) dan istrinya Kevy (65) saat ini masih dilakukan penyelidikan oleh pihak Polsek Ilir Timur I   , Sumatera Selatan. Djulijono yang merupakan pemilik    ""Sinar Mas"" sebelumnya dirampok oleh empat orang tak dikenal ketika melintas di jalan, Dempo Luar Kecamatan Ilir Timur I Palembang, Rabu (3/4/2019). Informasi yang dihimpun, korban berangkat dari rumah hendak membuka toko emas mereka yang berada di kawasan Jalan Sayangan, sekitar pukul 09.30 WIB. Korban Djulijono dan istrinya Kevy pun lalu memanggil Ridwan (55) penarik becak motor (bentor) yang sedang mangkal tak jauh kediaman korban untuk mengantarnya ke arah toko. Dengan membawa barang dagangan berupa emas di dalam tas, Djulijono pun berangkat menaiki bentor bersama istrinya. Saat melintas di lokasi kejadian, kondisi jalan begitu ramai hingga Ridwan harus berjalan pelan. Mendadak dari samping, satu unit sepeda motor jenis Yamaha Xeon langsung memepet bentor yang sedang dinaiki korban. Ridwan sang penarik bentor pun langsung mengetahui jika pelaku ingin merampok penumpangnya.  Satu kayu balok yang terselip di setang motor langsung dipukulkan Ridwan ke arah dua pelaku ketika mencoba menarik tas milik Djulijono.   ""Sempat tarik-menarik dengan Koko (korban) lalu saya pukul pakai kayu, kena kepalanya. Yang pertama ada dua orang yang mepet pakai motor,""kata Ridwan saat berada di Polsek Ilir Timur I Palembang.  Perlawanan Ridwan ternyata membuat pelaku geram, mereka mengeluarkan senjata tajam untuk melukai penarik bentor ini.  Hunusan pisau salah satu pelaku tak berhasil mengenai Ridwan, bahkan pelaku tersebut harus kembali terkena pukulan kayu yang dipegang Ridwan.  ""Mereka mengancam akan menembak, tapi tetap saya lawan. Waktu itu hanya dua pelaku. Setelah itu datang dua pelaku lagi pakai motor nabrak saya dari belakang sampai terpental,""jelasnya.  Dalam kondisi pingsan, Ridwan tak bisa lagi untuk menolong Djulijono. Pelaku langsung membacok korban di bagian tangan saat korban mencoba mempertahankan tasnya tersebut. Kapolsek Ilir Timur I Palembang Kompol Edi Rahmat mengatakan, kedua korban saat ini masih menjalani perawatan di Rumah Sakit (RS) Charitas setelah mengalami luka bacok. Dari kejadian tersebut, emas milik korban berupa 10 keping emas logam mulia dengan berat masing-masing 100 gram serta    1,7 kilogram dibawa    pelaku dengan perkiraan kerugian sebesar Rp 1,6 miliar. ""Kasus ini masih kami selidiki, kami akan terus menggali keterangan dari saksi kunci,"" jelas Kapolsek.","Begini Kronologi Pemilik Toko Emas Dibacok dan Perhiasan Senilai Rp 1,6 M Dibawa Kabur"
"dict","tekno","Huawei Sarankan Indonesia Pakai Frekuensi Rendah untuk 5G  - Sejumlah negara tengah mengembangkan jaringan   , tak terkecuali Indonesia. Masing-masing memiliki tantangan sendiri, terutama pada infrastruktur yang disesuaikan dengan geografi negara. Indonesia misalnya, secara geografis memiliki luas wilayah yang sangat luas dan terdiri dari ribuan pulau. Menurut Profesor Merouane Debbah dari    Mathematical and Algorithmic Sciences Lab, secara umum, penggunaan    rendah lebih baik dibanding penggunaan frekuensi yang lebih tinggi untuk penerapan 5G di Indonesia.  ""Kenapa? Karena ukuran infrastrukturnya juga bergantung pada frekuensi,"" jelas Debbah dalam sebuah konferensi terbatas bersama Huawei yang membahas seputar jaringan 5G di Paris, Perancis, pekan lalu.    rendah memiliki jangkauan yang lebih jauh dibandingkan frekuensi tinggi sehingga memaksimalkan cakupan jaringan ( ). Jika menggunakan frekuensi tinggi, lanjut Debbah, maka dibutuhkan usaha ekstra untuk memperluas jangkauan. ""Untuk kasus di Indonesia, di mana negaranya sangat besar, frekuensi yang rendah akan lebih baik. Saat ini frekuensi yang cocok ada di 3,4 hingga 3,8 GHz yang cukup masuk akal,"" jelas Debbah. Namun, meski memiliki jangkauan yang lebih jauh, Debbah mengatakan frekuensi rendah juga memiliki kekurangan berupa potensi kecepatan yang tak sekencang frekuensi tinggi.  ""Frekuensi yang sangat rendah tidak memiliki banyak  , itu masalahnya,"" ujar Debbah. Pemerintah Indonesia sendiri berencana akan menguji coba pita frekuensi tinggi dan rendah, yakni 26 GHz dan 3,5 GHz pada tahun ini dan berencana melelang frekuensi 5G pada tahun 2022. Kembali ke Huawei,   infrastruktur jaringan asal China tersebut memang antusias menyambut jaringan 5G sejak tahun 2009. Huawei telah menginvestasikan 2 milliar dollar AS sejak tahun 2009 untuk mengembangkan teknologi 5G yang berkutat pada arsitektur jairngan, penggunaan spektrum, teknologi antarmuka udara, purwarupa, dan sebagainya. Mereka juga telah menjalin kerja sama dengan beberapa operator global untuk merealisasikan 5G, seperti China Mobile, Vodafone, XL Axiata, SingTel, Deutsche Telekom, Etisalat, Telefónica, TeliaSonera, and SoftBank. Dari segi produk, Huawei juga telah meluncurkan Huawei Mate X yang didukung   modem 5G Balong 5000 bikinan Huawei sendiri.  Balong 5000 tersebut diklaim sebagai   modem pertama yang mampu meraih benchmark industri tertinggi untuk kecepatan unduhan di jaringan 5G dengan kecepatan 4,6 Gbps di frekuensi Sub-6GHz.  Huawei juga berinvestasi dalam pengembangan 5G di beberapa negara dan telah melakukan uji coba, seperti di China, Singapura, Malaysia, Italia, Monaco, dan Jerman.","Huawei Sarankan Indonesia Pakai Frekuensi Rendah untuk 5G"
"dict","sains","Ilmuwan China Ungkap Kemungkinan Baru dalam Pengobatan Autisme  Profesor Liu Xingyin dari Universitas Kedokteran Nanjing di Provinsi Jiangsu, China Timur mengungkapkan adanya kemungkinan untuk mengobati   . Kemungkinan ini terungkap setelah Xingyin menemukan bahwa tidak adanya protein tertentu dalam   atau    buah/lalat cuka dapat menyebabkan flora usus menjadi tidak seimbang. Kondisi ini dinilai sama dengan gejala autisme pada manusia. Dilansir dari  , tim peneliti menyimpulkan bahwa temuan tersebut membuka teori baru mengenai pengobatan autisme, terutama mengenai pencernaan dan sistem kekebalan tubuh. Adapun, protein yang dimaksud tim peneliti adalah KDM5. Jika lalat kekurangan protein KDM5, maka lalat itu akan memiliki respons yang lebih lambat sehingga hubungan ""sosial"" lalat itu dengan lalat lain akan berkurang. ""Semua fenomena ini mirip dengan gangguan komunikasi orang dengan autisme,"" ujar Liu kepada  , Senin (1/4/2019). Studi ini menunjukkan, jika tidak adanya fungsi protein KDM5, perlindungan membran mukosa pada lalat akan rusak, dan flora usus menjadi tidak seimbang. ""Banyak orang dengan autisme juga memiliki penyakit usus yang serius, seperti diare dan sindrom iritasi usus. Hal ini selaras dengan temuan kami,"" ujar Liu. Penelitian lebih lanjut kemudian menemukan bahwa pemberian antibiotik atau pemberian ""makanan"" kepada bakteri Lactobacillus Plantarum dapat meningkatkan ""hubungan sosial"" dan menambah harapan hidup lalat-lalat yang kekurangan KDM5. Menurut Xingyin, temuan ini mengubah pendekatan dalam pengobatan autisme. Temuan pada lalat ini diharapkan juga bisa diberlakukan pada manusia dengan autisme. ""Penelitian sebelumnya tentang autisme biasanya berfokus pada genetika,"" ujar Liu. ""Kami berharap untuk membuka jalan baru untuk terapi autisme manusia dari perspektif pencernaan manusia dan sistem kekebalan tubuh,"" kata dia. Hasil penelitian ini diterbitkan dalam jurnal internasional terkemuka di bidang mikrobiologi, ""Cell Host and Microbe"".  ","Ilmuwan China Ungkap Kemungkinan Baru dalam Pengobatan Autisme"
"dict","otomotif","",""
"dict","tekno","""Unboxing"" Samsung Galaxy A30, Ponsel 3 Kamera Harga Rp 3 Jutaan  -    secara resmi memboyong ponsel terbarunya, yakni    pada 22 Maret kemarin. Ponsel ini dibawa bersamaan dengan seri A lainnya yaitu Galaxy A50. Galaxy A30 memiliki layar AMOLED dengan bentang seluas 6,4 inci. Pada bagian atas, terdapat sebuah   yang membungkus kamera depan. Samsung Galaxy A30 memiliki tiga kamera, dua di belakang dan satu di bagian depan. Kamera selfie milik Galaxy A30 memiliki resolusi 16 megapiksel. Cukup besar untuk sebuah kamera depan. Lensa ini memiliki bukaan f/2.0 untuk menangkap cahaya yang lebih besar. Berbeda dengan A50, Galaxy A30 memiliki sensor sidik jari di bagian belakang. Ponsel ini memiliki dua kamera belakang dengan sensor 16 megapiksel (kamera utama) dan 5 megapiksel wide-angle. Di bagian bawah, terdapat sebuah port USB Type C untuk mengisi daya. Samsung juga masih memertahankan keberadaan jack audio 3,5 mm pada ponsel ini. Pada bagian kiri ponsel, terdapat sebuah slot SIM dan MicroSD. Penyimpanan ponsel ini bisa diekspansi hingga 512 GB. Samsung Galaxy A30 menggunakan bahan yang mengkilat pada kaver belakang. Alhasil, sidik jari pengguna mudah menempel dan ponsel jadi gampang terlihat kotor. Galaxy A30 menggunakan sistem operasi Android 9.0 Pie yang telah dipoles dengan One UI. Sayangnya Galaxy A30 hanya memiliki satu varian RAM dan penyimpanan yakni 4 GB dan 64 GB. Samsung Galaxy A30 dibanderol dengan harga Rp 3,4 juta dan sudah bisa dibeli sejak 29 Maret lalu. ( Bagi Anda yang ingin melihat lebih dekat dengan Galaxy A30, Anda bisa melihat lewat galeri ","""Unboxing"" Samsung Galaxy A30, Ponsel 3 Kamera Harga Rp 3 Jutaan"
"dict","properti","Pasokan Tipis, Harga Sewa Pusat Belanja Turun   - Penambahan luas area komersial pada Semester II-2018 di Jakarta naik tipis sebesar 0,3 persen secara tahunan dibanding periode yang sama 2017. Menurut laporan Savills World Research Indonesia, secara kumulatif, stok ruang    pada paruh kedua 2018 mencapai 3.086.566 meter persegi dibanding tahun sebelumnya yang mencapai 3.078.566. Savills mencatat peningkatan stok ruang ritel di Jakarta terjadi pada kelas   ditopang dengan adanya pembukaan proyek SOHO Pancoran di Jakarta Selatan oleh Agung Podomoro Land. Proyek ini menambahkan pasokan ruang ritel sekitar 8.000 meter persegi. ""Berdasarkan kelasnya, pasar Jakarta masih didominasi oleh pusat perbelanjaan   terhitung dari 41 persen atau mencapai 1.274.069 meter persegi dari total stok ruang ritel yang ada,"" ujar Research Director Savills Anton Sitorus. Sementara stok ruang ritel di segmen   mencapai 32 persen atau 1.034.150 meter persegi, kelas   dan   masing-masing 14 persen (427.466 meter persegi) dan 13 persen (399.981 meter persegi). Pengembangan pusat perbelanjaan   sangat terbatas sementara pembangunan mal kelas   dan   lebih banyak dibangun. Wilayah lain seperti Jakarta Utara, Jakarta Barat, dan Jakarta Pusat menempati porsi masing-masing 21 persen, 19 persen, dan 15 persen. Sementara 8 persen sisanya berada di Jakarta Timur. Adapun untuk pasokan yang akan datang mencapai 105.810 meter persegi pada 2019 dan 164.276 meter persegi pada 2020. Sedangkan pada 2021 pasokan ruang ritel diproyeksikan akan bertambah seluas 51.000 meter persegi. Savills mencatat rerata harga sewa ruang ritel selama Semester II-2018 mencapai Rp 349.774 per meter persegi per bulan untuk seluruh kelas. Angka ini menurun 1,7 persen dibanding periode sama pada 2017 yang mencapai Rp 355.923 per meter persegi per bulan. Per segmen, harga sewa untuk kelas   mencapai Rp 787.857 per meter persegi per bulan. Sementara harga sewa untuk segmen  mencapai Rp 502.222 per meter persegi per bulan, segmen   Rp 292.136 per meter persegi per bulan, dan segmen   Rp 213.333 per meter persegi per bulan.","Pasokan Tipis, Harga Sewa Pusat Belanja Turun "
"dict","entertainment","Rapper Nipsey Hussle Tewas Ditembak di Los Angeles  -       tewas dalam    di depan toko pakaiannya di Los Angeles, California, Minggu (31/3/2019) sore waktu setempat. Artis musik berusia 33 tahun itu ditembak beberapa kali dan langsung dilarikan ke rumah sakit, tetapi nyawanya tidak bisa diselamatkan.  Seperti dilansir  , polisi sedang memburu pelaku yang kabur. Peristiwa itu juga melukai dua orang lainnya. Hussle, yang dilahirkan dengan nama Ermias Asghedom, besar di LA. Dia tidak pernah menyembunyikan masa lalunya yang dekat dengan kehidupan geng jalanan. ""Kami berhadapan dengan kematian, dengan pembunuhan,"" katanya kepada LA Times pada 2018. Ia mengibaratkan kehidupan remajanya seperti suasana di medan perang. Menurut dia, warga di lingkungannya sudah terbiasa melihat orang terbunuh. ""Mungkin itu yang disebut stres pascatrauma, ketika orang yang sudah terlalu lama dalam suasana perang. Saya rasa itu yang diderita LA karena sebenarnya situasi itu tidak normal tetapi kita lama-lama menerimanya,"" tutur Hussle. Selain menjadi musisi, Hussle juga dikenal sebagai sosok aktivis sosial di lingkungannya. Dia mendirikan sebuah co-working space bernama Vector 90. Tempat itu dirancang untuk menggugah perhatian atas kurangnya keberagaman di bidang sains, teknologi, teknik, dan matematika. Di bidang musik, Hussle pernah mendapatkan nominasi Best Rap Album di Grammy Awards 2019 untuk albumnya  . Ia juga pernah bekerja sama dengan musisi-musisi hip hop papan atas seperti Drake, Childish Gambino, 50 Cent, Kendrick Lamar, Snoop Dog, Ne-Yo, dan lain-lain.","Rapper Nipsey Hussle Tewas Ditembak di Los Angeles"
"dict","sains","Pertama di Dunia, Pasien HIV Sukses Donorkan Ginjalnya  Ahli bedah di Rumah Sakit Johns Hopkins berhasil mentransplantasikan    dari seorang pasien    positif ke penerimanya yang juga merupakan penderita HIV. Kesuksesan ini merupakan terobosan medis yang akan memberikan harapan untuk ketersedian organ dan membantu mengubah persepsi mengenai HIV. Sekarang, pendonor bernama Nina Martinez berusia 35 tahun serta penerima donor yang tidak disebutkan namanya sedang dalam tahap pemulihan.  Selama ini orang dengan HIV telah menghadapi tantangan untuk bisa menjadi penerima maupun menjadi pendonor ginjal. Barulah pada tahun 2016, Rumah Sakit Johns Hopkins melakukan tranplantasi, Namun, donor ginjal berasal dari orang yang sudah meninggal. Martinez merupakan pendonor hidup pertama yang sukses melakukan transplantasi. Meski begitu, pusat transplantasi organ sempat ragu untuk memberikan organ Martinez karena takut secara tidak sengaja justru menginfeksi penerima dengan virus atau mempercepat timbulnya AIDS pada orang tersebut. Dokter berpikir obat-obatan yang diberikan untuk mencegah penolakan organ memungkinkan HIV untuk menyerang lebih banyak sel-sel tubuh dan menyebabkan penyakit ini makin tak terkendali. Namun, akhirnya proses itu bisa berjalan dengan lancar. Penerima donor tidak perlu lagi melakukan dialisis ginjal dan bisa memiliki harapan hidup 20 hingga 40 tahun. Dorrey Segev, salah satu ahli bedah Johns Hopkins yang melakukan transplantasi organ, mengatakan bahwa operasi itu tidak berbeda dengan transplantasi donor hidup lainnya yang telah ia lakukan karena HIV Martinez dikontrol dengan sangat baik oleh obat antiretroviral. Setelah itu pun, Martinez dan penerima akan tetap menggunakan obat antiretroviral tanpa batas waktu untuk mengendalikan HIV mereka. Dikarenakan mereka mungkin memiliki jenis virus serta resistensi yang berbeda terhadap pengobatan HIV, dokter terus memantau penerima dengan cermat dalam beberapa bulan setelah transplantasi. Martinez sendiri tertular HIV dari transfusi darah yang dilakukan ketika bayi. Pada tahun 1983, Martinez dan saudara kembarnya lahir prematur di San Jose. Kedua bayi ini mengalami anemia dan dibawa ke rumah sakit untuk transfusi darah dan Martinez pun terinfeksi. Ia dan keluarganya tidak menyadari sampai diperiksa sebelum operasi mata pada usia 8 tahun. Martinez pun mengalami perundungan ketika sekolah. Saat seorang teman dengan HIV-positif membutuhkan ginjal, Martinez pun serius dengan gagasan tersebut. Ia mencoba menghubungi Rumah Sakit Johns Hopkins untuk menjadi sukarelawan tes yang memungkinkannya menjadi donor pertama. Itulah mengapa ia merasa berharga ketika bisa mendonorkan ginjalnya. ""Orang dengan HIV tidak bisa menyumbangkan darah, tetapi sekarang mereka dapat menyumbangkan ginjal dan memberikan kehidupan untuk orang lain,"" tambah Segev.","Pertama di Dunia, Pasien HIV Sukses Donorkan Ginjalnya"
"dict","lifestyle","Mengenali Gejala Fisik Depresi  - Kebanyakan dari kita mungkin sudah familiar dengan gejala-gejalanya depresi. Namun, sadarkah kita bahwa gejala yang kebanyakan kita pahami adalah gejala mental.  Gejala itu seperti perasaan sedih, tidak berdaya, merasa tidak berharga, dan lainnya yang berujung pada mengisolasi diri dari lingkungan luar selama beberapa waktu.  Namun ternyata depresi tidak hanya terlihat dari gejala mental. Ada beberapa gejala fisik depresi yang juga harus kita kenali. Sebab, penyakit mental seringkali berujung pada sakit fisik.  ""Gejala fisik depresi seringkali dilihat sebagai sesuatu yang bukan depresi,"" kata psikiatri Neelima Kunam, MD.  Dua dari sekian banyak bentuk depresi yang biasa terjadi adalah depresi mayor atau depresi yang biasanya menunjukkan gejala hampir setiap hari selama setidaknya dua minggu dan ini sangat berdampak pada kehidupan kita.  Misalnya, memengaruhi kemampuan kita untuk bekerja atau sekolah dengan prima.  Bentuk depresi lainnya adalah   atau distemia.  Penderita distemia mengalami gejala depresi tersebut setidaknya dua tahun. Namun, orang tersebut bisa saja bersikap fluktualtif. Mulai dari menunjukkan gejala depresi biasa hingga gejala depresi mayor yang sangat kuat.  Menurut the National Institute of Mental Health, salah satu gejala depresi adalah rasa sedih yang berkepanjangan, kecemasan atau perasaan yang ""kosong"", pesimisme tinggi, kerap merasa bersalah, tidak berharga, dan lainnya.  Gejala tersebut bisa berujung pada bunuh diri.  Di samping memengaruhi perasaan secara mental, ada beberapa gejala fisik depresi yang juga cukup umum.  Salah satunya adalah perubahan berat badan yang signifikan meski tidak menjalankan diet. Maka, jika berat badanmu berubah naik turun dengan optimal dan terjadi lebih dari lima kali dalam sebulan, artinya kamu mendapat lampu merah. Ini berkaitan dengan perubahan nafsu makan hampir setiap hari.  Gejala fisik lainnya adalah merasa kurang istirahat, gemetar, bahkan merasa lelah atau kehilangan energi hampir setiap hari.  Beberapa orang yang mengalami depresi juga mengalami gangguan ketika tidur. Artinya, ini bisa saja ketidakmampuan untuk tertidur dan kurang tidur, atau bahkan terlalu banyk tidur selama hampir setiap hari.  Bahkan ketika orang tersebut sudah tidur selama lebih dari delapan atau sembilan jam per malamnya, mereka selalu merasa lelah sepanjang hari.  ""Gejala ini bisa seperti kemalasan atau ketidakdewasaan, namun jika digali lebih dalam ada faktor keinginan untuk tidak aktif dan menghindari tanggungjawab,"" kata Dr Kunam.  Ada banyak manifestasi fisik depresi yang bisa membuat bingung karena mirip gejala fisik penyakit kronis.  Namun, psikiatri Alex Dimitriu, MD mengatakan bahwa kurang tidur dan kelelahan secara keseluruhan terasosiasi dengan depresi dan membuat tubuh terasa sakit bahkan lebih parah.   ""Ada beberapa bukti bahwa depresi bisa diumumkan sebagai peradangan tingkat tinggi, yang bisa mendukung rasa sakit berlebih yang dirasakan oleh tubuh kita,"" ujarnya.  Ia menambahkan, banyak orang yang mengalami depresi mendeskripsikan diri mereka sebagai ""merasakan sakit dan kelelahan"", daripada alasan lainnya.  Maka, jika kamu merasakan gejala depresi baik mental maupun fisik, kunjungilah dokter atau profesional lainnya untuk mendapatkan penanganan yang tepat.  Pengobatan adalah hal yang bisa ditemukan agar setiap orang berhak untuk menemukan kebahagiaan dan produktivitas hidup.","Mengenali Gejala Fisik Depresi"
