"_type","category","isi","judul"
"dict","lifestyle","PERHATIAN : Cerita ini hanya fiktif belaka, bila ada persamaan nama, tempat, kejadian dan lain-hal lain itu hanya kebetulan belaka..... Salam Messlaip!		","Si Quvroy - Beli Bintang"
"dict","properti","Tol Layang Jakarta-Cikampek Belum Fungsional Saat Mudik 2019     II (Elevated) ditargetkan bisa dibuka secara fungsional saat arus mudik Lebaran 2019. Guna mengejar target itu, PT Jasamarga Jalanlayang Cikampek (JJC) sebagai pemegang konsesi terus mengebut pengerjaan proyek tersebut.  Namun, Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljonomemastikan Tol Layang Jakarta-Cikampek belum bisa digunakan secara fungsional menjelang Lebaran nanti. Basuki khawatir jika pengerjaannya dilakukan terburu-buru, akan mengabaikan faktor keselamatan, baik bagi para pekerjanya maupun pengguna jalan tol.  “Belum bisa, saya tidak terlalu ngotot. Saya lihat risikonya terlalu tinggi, apalagi hujan kan ngeri. Jadi mendingan  ,” ujar Basuki di Jakarta, Jumat (22/3/2019). Bagi dia, lebih baik Jasa Marga membersihkan terlebih dahulu jalan yang berada di bagian bawah tol layang, sehingga bisa digunakan secara normal oleh para pengendara.  “Mending nanti saat Lebaran dibersihkan dulu yang bawahnya, kembalikan dulu jalurnya, tidak perlu mengejar fungsional.  -nya sangat kecil dan pasti tidak bisa,” imbuhnya. Oleh karena itu, Basuki menargetkan Tol Layang Jakarta-Cikampek baru bisa selesai paling cepat pada Juni atau Juli tahun ini.  Sebelumnya diberitakan, Direktur Utama PT JJC Djoko Dwijono akan menggenjot pekerjaan konstruksi proyek senilai Rp 14,5 triliun itu dalam beberapa bulan ke depan. Hingga pertengahan Januari 2019, progres pembangunan tol sepanjang 36,4 kilometer itu baru mencapai 62,5 persen. Dengan kata lain, hanya ada waktu sekitar 4,5 bulan untuk mempercepat penyelesaian proyek itu sebelum dibuka fungsional.   ""Ini tantangannya berat kontraktor melaksanakan ini. Beneran berat sekali ini,"" kata Djoko di lokasi proyek   , Kamis (17/1/2019).   Salah satu tantangan yang dihadapi yakni padatnya arus kendaraan yang melintas di ruas Tol Jakarta-Cikampek yang sudah eksis. Tanpa adanya pekerjaan konstruksi pun, jalan tol sepanjang 75 kilometer itu sudah macet.  Ditambah dengan dilaksanakannya tiga proyek sekaligus di sana, yaitu Light Rail Transit (LRT) Jabodebek, dan Kereta Cepat Jakarta-Bandung, ruang gerak kendaraan kian terbatas.","Tol Layang Jakarta-Cikampek Belum Fungsional Saat Mudik 2019"
"dict","travel","Garuda Indonesia Dukung Kualanamu Sebagai Hub Penerbangan Wilayah Barat dan Asia Tenggara     memperkuat komitmen pengembangan Bandara Internasional Kualanamu Medan sebagai hub penerbangan domestik wilayah Barat dan wilayah Asia Tenggara. ""Bandara Internasional Kualanamu sebagai bandara komersial terbesar keempat di Indonesia dengan potensi ekonomi serta posisi geografis yang strategis, memiliki modal utama sebagai hub internasional dan domestik kedua di Indonesia selain Bandara Internasional Soekarno Hatta. Kami juga akan terus mengembangkan Kualanamu sebagai hub penerbangan untuk pariwisata yang terhubung dengan kota kota internasional di kawasan,"" kata Direktur Utama Garuda Indonesia Ari Askhara sesuai siaran pers yang diterima  , Jumat (22/3/2019). Ari juga menyebutkan bahwa posisi Medan semakin diuntungkan dengan dekat akan Singapura dan Kuala Lumpur yang tercatat sebagai pusat perekonomia di Asia Tenggara. ""Tentunya perlu dukungan semua pihak agar Kualanamu menjadi pintu masuk wisatawan asing ke Indonesia barat atau wilayah Indonesia lainnya. Kualanamu harus menjadi hub yang penting untuk mengimbangi bandara Singapura dan Kuala Lumpur"". jelas Ari. Potensi pasar yang terbuka luas tersebut, turut didukung dengan rencana pengembangan infrastruktur dan kapasitas bandara yang terus ditingkatkan oleh AP II, dimana pada tahun 2027 mendatang Bandara Internasional Kualanamu diproyeksikan dapat menampung lebih dari 47 juta penumpang. “Komitmen memperkuat jaringan penerbangan Bandara Internasional Kualanamu tersebut juga terus kami optimalkan melalui penjajakan sinergi komersial bersama sejumlah mitra strategis internasional agar nantinya Banda Internasional Kualanamu dapat memiliki daya saing internasional melalui berbagai keunggulan infrastruktur dan kapasitas penerbangannya”tutur Awaluddin. Pengamat penerbangan Alvin Lie, lewat pernyataan di siaran pes yang sama menyatakan sektor industri transportasi udara nasional selayaknya memiliki bargaining point (nilai tawar) dalam pengembangan dan optimalisasi jaringan penerbangan nasional. Khususnya dalam mengoptimalkan trafik penumpang serta potensi kepariwisataan melalui pemanfaatan jaringan penerbangan nasional oleh maskapai penerbangan lokal. “Untuk itu, perlu kiranya kembali dicermati upaya tata kelola pengembangan hub penerbangan internasional agar tetap mengedepankan prioritas pengembangan jaringan hub penerbangan nasional yang tentunya dapat menunjang trafik pergerakan wisatawan internasional melalui optimalisasi kapasitas bandara internasional di Indonesia beserta jaringan penerbangan maskapai nasional,"" kata Alvin. Pengamat kebijakan Publik, Agus Pambagio mengungkapkan bahwa Indonesia seharusnya menjadi tuan rumah dalam strategi peningkatan kunjungan wisatawan nasional dan internasional. ""Khususnya melalui pengembangan optimalisasi hub & spoke bandara-bandara nasional yang tentunya juga memiliki daya saing tersendiri atas posisi strategis geografis dan keunggulan konektivitas penerbangan nasional. Komitmen pengembangan sektor kepariwisataan sebaiknya juga turut diselaraskan dengan upaya proteksi berkelanjutan terhadap sektor industri penunjangnya, yang salah satunya adalah industri penerbangan nasional,"" jelas Agus. Catatan trafik pergerakan penumpang di    mencapai 10 juta penumpang pada 2018 lalu. Sepuluh persen di antaranya merupakan penumpang internasional. ","Garuda Indonesia Dukung Kualanamu Sebagai Hub Penerbangan Wilayah Barat dan Asia Tenggara"
"dict","edukasi","Tingkatkan Kemampuan Industri 4.0, PENS Gelar Workshop ""Data Science""  - Memasuki era   mahasiswa dituntut memiliki  dalam pengolahan maha data  . Terkait hal itu, Himpunan Mahasiswa Telekomunikasi (Hima Telkom)    Elektronika Negeri Surabaya (PENS) menggelar ""   Seminar and   "" di Ruang Teater Gedung PENS (16/3/2019) Kegiatan yang dihadiri 140 mahasiswa mengangkat tema  dan menghadirkan 2 pemateri, yakni Farida dan Achmad Wildan Al Aziz dari Data Science Indonesia (DSI) Regional Jawa Timur. Acara diawali dengan seminar oleh pemateri yang membahas mulai dari pengenalan DSI, hingga   apa saja yang harus dimiliki mahasiswa yang ingin menjadi  ataupun  . Usai seminar, kegiatan dilanjutkan dengan  . Pada sesi ini, para peserta bersama-sama belajar mengenai dasar-dasar pengolahan data menggunakan bahasa pemrograman Python. Dilansir dari laman resmi PENS, acara dipandu oleh 11 asisten dari Data Science Club (DSC), para mahasiswa terlihat sangat antusias mengikuti   ini. “Disini kita belajar dari awal   kita kenalkan dulu proses pengolahan data. Ya, saya harap kita semua bisa konsisten dalam belajar ini,” tukas Farida. Dengan dilaksanakannya kegiatan ini, diharapkan mahasiswa dapat lebih memahami mengenai  sebagai ilmu yang sangat dibutuhkan para era ini. “Semoga kegiatan ini bisa membuka wawasan bagi mereka yang baru kenal dengan  , dan bagi mereka yang sebelumnya sudah kenal semoga bisa tambah semangat dalam memperdalam ilmunya,” ujar Rifki Fadilah Akbar selaku ketua pelaksana.","Tingkatkan Kemampuan Industri 4.0, PENS Gelar Workshop ""Data Science"""
"dict","lifestyle","Anytime Fitness, Tempat Nge-Gym yang Buka 24 Jam Non-Stop  -  di Indonesia kini tak perlu khawatir jika ingin berolahraga saat malam hari. Anytime Fitness, tempat  24 jam non-stop kini resmi buka di Indonesia. Dengan konsep buka  , tempat  asal Amerika Serikat tersebut mau mengambil segmentasi   yang belum tergarap selama ini. Darwin Sariaatmadja,  Prima Vita Indonesia, yang juga sebagai  Anytime Fitness di Indonesia mengungkapkan, berkaca dari pasar di luar negeri, konsep tempat  24 jam ternyata juga diminati. ""Misal pilot yang kerja sampai malam, terus dia mau olahraga dulu, mereka bisa. Bahkan banyak juga mereka yang kerja  malam, mereka juga butuh olahraga,"" ujar Darwin kepada  ""Atau juga mereka yang butuh olahraga pagi, nah kami siap sedia."" Hal itu disampaikan saat  Anytime Fitness di Citywalk Gajah Mada, Jumat (22/3/2019). Sementara itu dari segi peralatan, Anytime Fitness mengklaim memiliki sejumlah keunggulan di banding tempat  umumnya. Area manager Anytime Fitness Jeffry Sjahatani mengungkapkan, beberapa alat tersebut misalnya seperti  yang terhubung dengan aplikasi di ponsel. ""Nanti hasil dari  bisa terbaca di ponsel. Seperti punya akun sendiri,"" kata Jeffry. "" ini adalah paling tinggi di kelasnya. Bahkan kompetitor mega  lain pun belum punya."" Alat lain yang disebut baru di Indonesia adalah  Menurut Jeffry, keunggulan dari  yang dimiliki Anytime Fitness adalah pada roda.  ""Fungsi roda sebagai pengatur beban.  ini untuk latihan  ,"" katanya. Jika tertarik bergabung, harga bulanan  Anytime Fitness adalah Rp 475.000/bulan selama  . Sebelum itu, kamu juga perlu membayar sekali untuk biaya pendaftaran Rp 275.000 dan  Rp 550.000. "" ini semacam  , di mana tertera nomor kita yang terdaftar di Anytime Fitness internasional. Keunggulannya, kalau bergabung dengan kami, kalian juga bisa  di berbagai Anytime Fitness di dunia,"" ujarnya. ","Anytime Fitness, Tempat Nge-Gym yang Buka 24 Jam Non-Stop"
"dict","travel","Beli Ikan Segar di PIM Muara Baru, Bisa Langsung Dimasak di “Food Court” Jika Anda membeli ikan segar di Pasar Ikan Modern (PIM) Muara Baru, Jakarta Utara, Anda tak harus repot-repot mempersiapkan berbagai bahan masakan. Di PIM Muara Baru, Anda dapat meminta para pedagang yang berjualan di  yang terletak di lantai dua bangunan untuk memasak ikan segar yang Anda beli. Tarifnya sesuai jenis masakan yang Anda pilih. Sekretaris Perusahaan Perum Perikanan Indonesia, Agung Pamujo, mengatakan layanan ini sengaja dihadirkan agar pengunjung bisa mendapatkan pengalaman hasil laut segar di atas   gedung lengkap dengan pemandangan gedung-gedung di kawasan Jakarta Utara. “  ini memang didesain lebih rapi agar pengunjung dapat menikmati masakan laut di sini. Pengunjung yang membeli ikan di lantai satu juga bisa membawanya ke   dan dimasakkan oleh para pedagang,” papar Agung saat dihubungi  , Kamis (21/3/2019). Tak hanya itu, pengunjung juga dapat memilih sendiri jenis ikan, ukuran, dan memastikan sendiri kondisi ikan yang akan disantap.  mencoba membeli sekilo ikan bawal di PIM Muara Baru. Pedagang menawarkan harga Rp 60.000 untuk sekilo ikan bawal. Namun ternyata di pasar ini Anda masih bisa menawar. Kami akhirnya mendapatkan harga Rp 50.000 untuk sekilo ikan bawal. Kami kemudian membawa ikan bawal tersebut ke   PIM Muara Baru yang letaknya tak begitu jauh dari tempat kami membeli ikan.   berada di balkon bangunan PIM. Di sana, meja-meja makan diletakkan di pelataran ruko lengkap dengan kursi-kursi plastik khas warung kaki lima. Sejumlah orang tampak memanggang ikan dan hewan laut lainnya di sekitaran tenda. Kami kemudian menuju salah satu lapak pedagang dan meminta pedagang memasakkan ikan bawal tersebut. “Harganya macem-macem neng, kalau mau dibakar Rp 25.000 ongkos masak sekilonya. Kalau mau digoreng tepung atau dimasak saus Rp 30.000 per kilonya. Kalau enggak mau beli ikan dulu juga ada neng, tinggal pesan mau ikan apa, kami juga menyediakan paket ikan plus nasi,” tutur salah satu pedagang. Saya akhirnnya memilih ikan bakar. Untuk tambahan nasi, saya cukup membayar Rp 5.000 per porsinya. Sekitar 30 menit menunggu, akhirnya ikan bawal saya matang juga. Menyantap bawal bakar di  PIM Muara Baru ternyata menimbulkan sensasi lain bagi kami. Semilir angin dan pemandangan gedung dnegan gemerlap lampu menemani makan malam saya saat itu. Tertarik mencoba?","Beli Ikan Segar di PIM Muara Baru, Bisa Langsung Dimasak di “Food Court”"
"dict","properti","Begini Cara Bertransaksi Tanpa Henti di Jalan Tol  PT Jasa Marga Tbk telah melakukan uji coba transaksi tanpa henti berupa single lane free flow (SLFF) dengan teknologi Radio Frequency Identification (RFID). Rencananya, uji coba sistem transaksi baru ini akan memakan waktu tiga bulan sebelum akhirnya dilepas secara bebas ke pasar. Dengan teknologi baru ini, masyarakat yang hendak bertransaksi di gerbang tol (GT) tak perlu lagi menghentikan kendaraannya. Bila Anda tertarik melakukan uji coba serupa, ada beberapa cara yang bisa dilakukan.  Direktur Utama PT Jasamarga Tollroad Operation (JMTO) Septerianto Sanaf menjelaskan, hal pertama yang perlu dilakukan yaitu membeli stiker RFID ketika sudah mulai dijual. Stiker itu bisa didapatkan melalui   yang telah bekerja sama dengan JMTO.  ""Nanti petugas yang akan memasang stiker itu, karena tidak bisa sembarangan,"" kata Septerianto di Jakarta, Jumat (22/3/2019).  Setelah itu, konsumen harus mengunduh aplikasi FLO yang saat ini baru terdapat di ponsel berbasis Android. Kemudian, isi data pribadi, nomor dan spesifikasi kendaraan untuk registrasi stiker RFID.  Tahapan berikutnya adalah melakukan sinkronisasi antara aplikasi FLO dengan stiker RFID. Bila sudah berhasil, langkah selanjutnya adalah melakukan pengisian saldo secara elektronik dengan memasukkan nomor tertentu. ""Setelah itu dilakukan konsumen dapat melakukan transaksi tol langsung yang terhubung dengan FLO konsumen,"" kata dia.  Septerianto mengingatkan, stiker RFID yang telah dipasang di mobil tak bisa dipindahkan. Sebab, bila stiker tersebut dilepas, maka akan langsung rusak.  ""Jadi di sana sistem keamanannya terjaga,"" tuntas Septrianto.","Begini Cara Bertransaksi Tanpa Henti di Jalan Tol"
"dict","lifestyle","Minum Teh Pelangsing, Benarkah Bikin Ramping?  - Mungkin banyak orang di sekitar kita yang mendambakan    langsing, lalu mencari produk-produk suplemen, salah satunya    pelangsing.    pelangsing bisa kita temukan di banyak tempat. Mulai dari minimarket, supermarket hingga toko-toko Tapi, apakah teh pelangsing memang mampu melangsingkan konsumennya seperti yang dijanjikan? Menurut pakar teh   , mayoritas teh pelangsing justru tak mengandung teh sama sekali, melainkan zat   .  Maka, produk-produk pelangsing tersebut sebetulnya lebih cocok dikategorikan sebagai   . ""Mayoritas herbal, jadi jamu milenial.    tapi kemasannya tidak kayak jamu. Bukan teh dari pohon teh."" Begitu kata Ratna dalam sesi penyajian teh di   , Jakarta, Jumat (23/3/2019) kemarin. Minum teh tidak akan memberi efek samping bagi peminumnya, selama teh diseduh dengan tepat. Namun, karena teh-teh pelangsing mayoritas adalah herbal, maka Ratna mengingatkan untuk mewaspadai peminumannya. Sebab, herbal sama seperti obat. Penggunaan obat memiliki jangka waktu, dan tidak dianjurkan untuk diminum rutin berkepanjangan. ""Obat   ada jangka waktu maksimal. Kalau terus-terusan minum pasti ada efek sampingnya,"" ucap dia. Tak hanya teh pelangsing, belakangan muncul pula beragam jenis teh yang diklaim bisa melancarkan detoksifikasi tubuh. Ratna enggan berkomentar lebih jauh mengenai klaim-klaim produk tersebut. Menurut dia, penilaian terhadap satu produk harus didasarkan dari bahan-bahannya. Ia pun mengingatkan masyarakat untuk terbiasa membaca kandungan dalam produk sebelum mengonsumsinya. ""Kita itu sering malas baca  -nya apa. Padahal setiap makan harusnya kita tahu apa yang masuk tubuh kita,"" kata Ratna.","Minum Teh Pelangsing, Benarkah Bikin Ramping?"
"dict","travel","Legenda Hilangnya Sepasang Pengantin di Umbul Temanten Boyolali – Pemandian alami merupakan salah satu pilihan obyek wisata yang bisa dikunjungi pada hari libur. Tentu kesegaran yang langsung bersumber dari mata air berbeda dengan kolam renang biasa. Kesegaran mata air (umbul) seperti itu bisa dengan mudah ditemukan di Kabupaten Boyolali. Memang ada beberapa umbul yang kini menjadi obyek wisata andalan Kota Susu (julukan Boyolali). Salah satu umbul yang ada di Boyolali adalah Pengging. Total ada tiga kolam pemandian alami yang ada di sini. Ketika hari libur atau   seperti libur lebaran,    selalu diserbu banyak wisatawan. Namun Umbul Pengging ternyata tidak hanya menyajikan kesegaran mata air. Setiap kolam pemandian alami-nya memiliki kisah masing-masing. Salah satunya adalah    yang terletak dekat dengan area parkir Umbul Pengging. Kisah legenda Umbul Temanten ini diceritakan oleh warga masyarakat setempat, Pak Wagimin saat ditemui  Hari Sabtu (16/03/2019). Menurut dia, kisah legenda masih berhubungan dengan Raja Majapahit, Prabu Brawijaya. Dikisahkan Prabu Brawijaya mempunyai putri yang cantik, tetapi ia memiliki penyakit yang membuat tubuhnya berbau amis. Sang Prabu pun mengadakan sayembara untuk menyembuhkan putrinya itu. “Siapa yang bisa menyembuhkan putriku, jika perempuan akan menjadi saudara putriku dan jika laki-laki, maka ia akan aku nikahkan dengan putriku,” ucap Prabu Brawijaya dalam sayembaranya. Akhirnya putri Sang Prabu pun sembuh. Namun yang berhasil menyembuhkannya adalah seorang pendeta tua. Bahkan untuk bepergian pendeta tua itu harus memakai tongkat. Meski demikian, Prabu Brawijaya harus menepati sabda raja-nya. Apa yang ia ucapkan harus dilaksanakan. Sang Prabu pun menyampaikan perihal sayembara kepada putrinya, termasuk hadiah kepada seseorang yang berhasil menyembuhkannya. Meski terkejut, akhirnya putri Prabu Brawijaya menikah dengan pendeta tua yang telah menyembuhkannya itu. Usai menikah Sang Putri pun pergi dari istana. Prabu Brawijaya kemudian mengutus beberapa prajurit untuk mengawasi putrinya yang pergi seorang diri. Para prajurit mengawasi Sang Putri dari kejauhan. Akhirnya perjalanan putri raja sampai di tempat yang saat ini menjadi Umbul Temanten di kawasan Umbul Pengging, Boyolali. Saat itu, umbul masih berbentuk kubangan atau kolam. Sang Putri yang merasa haus, lelah, dan kepanasan tertarik dengan air bening dari kolam itu. Ia pun menceburkan dirinya ke dalam kolam itu. Namun ternyata putri raja tak kunjung muncul kembali ke permukaan. Ia hilang di kolam itu. Para prajurit yang sudah mencari Sang Putri kemudian kembali ke Majapahit untuk melapor. Prabu Brawijaya kemudian meminta pendeta tua yang merupakan menantunya itu untuk mencari putrinya yang hilang sebagai tanggung jawabnya menjadi seorang suami. Pendeta tua pun berangkat ke Tanah Pengging. Ia mencari istrinya dan ikut menceburkan diri ke kolam tempat putri raja menghilang. Namun sama dengan Sang Putri, pendeta tua itu juga tidak kunjung muncul ke permukaan. Prajurit kembali melaporkan kejadian hilangnya suami putri raja. Prabu Brawijaya kemudian memerintahkan untuk membangun kolam mata air itu dengan benteng melingkar dan dinamai Umbul Temanten atau pengantin. Meski demikian, tidak ada mitos apa pun di Umbul Temanten. Pasangan yang mandi di umbul ini tidak akan menghilang seperti kisah legendanya. Tidak ada pula mitos jika pasangan mandi di umbul ini, hubungan akan langgeng. Semua kembali pada kuasa Tuhan Yang Maha Esa.","Legenda Hilangnya Sepasang Pengantin di Umbul Temanten Boyolali"
"dict","edukasi","8 Tips agar Anak Menyukai Matematika  -    kerap kali menjadi pelajaran yang tak disukai    didik. Mereka terkadang menyerah, bahkan baru mendengar namanya saja enggan. Matematika seolah monster yang menakutkan. Tak jarang guru    juga kerap kali tidak dirindukan anak didiknya. Lantas, bagaimana caranya agar anak-anak menyukai dan meyakinkan bahwa matematika itu gampang? Berikut tips yang diberikan laman Sahabat Keluarga mengenalkan matematika kepada ada:  Dunia anak-anak adalah dunia bermain, penuh keceriaan dan ketulusan. Kenalkan lewat dunia anak-anak dari yang mereka alami, salah satunya melalui aktivitas bermain. Sentuh mereka dengan kapasitasnya sebagai anak-anak. Di situ kita menyelami dunianya. Maka kita bisa membangun aspek pengetahuan mereka. Tumbuhkan kreativitas mereka. Seperti yang mereka alami saat bermain seperti bola, kelereng, mobil-mobilan dan sebagainya. Bisa diawali dengan benda-benda konkret yang dilakukan secara visual. Hal ini cepat menangkap aspek kognitif mereka. Karena untuk anak usia SD/MI masih dalam pemahaman konkret Kemampuan setiap anak berbeda. Untuk memahami matematika perlu ada penerapan dalam kehidupan sehari-hari. Bisa melalui media gambar maupun elektronik sebagaimana fungsi media untuk membantu peserta didik dari hal yang abstrak ke hal yang konkret. Anda bisa dilihat dari gaya belajar anak, ada visual, audio atau psikomotorik. Melalui latihan soal, kuis atau tugas mandiri/ kelompok. Eksplorasi kemampuan matematika bisa dituangkan lewat serangkaian tugas baik secara mandiri maupun struktural. Tugas-tugas ini untuk mengevaluasi hasil pembelajaran mereka. Karena pembelajaran akan berhasil apabila dilakukan secara berulang-ulang. Bisa itu karena biasa. Berikan dukungan dan motivasi kepada anak-anak didik kita agar mereka giat dalam aktivitas belajar dan berkreasi. Ketika anak didik kita bisa mengerjakan matematika, berilah penghargaan. Tak harus materi, penghargaan bisa berupa acungan jempol, tepuk tangan dan kata-kata luar biasa seperti hebat, oke, pintar, dan sebagainya. Belajar akan berhasil jika dilakukan secara rutin karena pengetahuan yang mereka dapat akan melekat dan membekas.","8 Tips agar Anak Menyukai Matematika"
