text_asli,removed_noise,removed_alay,removed_stopwords
puak -puak pro pkp jgn buat bodoh dan terkejut oil market dah crash . ingat buat lockdown everything will be ok mcm teletubby punya dunia .bingai !!!,puak -puak pro pkp jgn buat bodoh dan terkejut oil market dah crash . ingat buat everything will be ok mcm teletubby punya dunia .bingai !!!,puak -puak pro pkp jangan buat bodoh dan terkejut oil market deh crash . ingat buat everything will be ok macam teletubby punya dunia .bingai !!!,puak -puak pro pkp bodoh terkejut oil market deh crash . everything will be ok teletubby dunia .bingai ! ! !
"ibu kita kartini memberi contoh, kalau sedang lockdown , salah satu hal yang baik kita lakukan adalah ""membaca &amp; menulis"", makanya habis gelap terbitlah terang.

selamat hari kartini 21 april 2020
beben jazz","ibu kita kartini memberi contoh, kalau sedang , salah satu hal yang baik kita lakukan adalah ""membaca &amp; menulis"", makanya habis gelap terbitlah terang.

selamat hari kartini 21 april 2020
beben jazz","ibu kita kartini memberi contoh, kalau sedang , salah satu hal yang baik kita lakukan adalah ""membaca &amp; menulis"", makanya habis gelap terbitlah terang.

selamat hari kartini 21 april 2020
beben jazz","kartini contoh , , salah lakukan "" membaca & amp ; menulis "" , habis gelap terbitlah terang . 

 selamat kartini 21 april 2020 
 beben jazz"
"ah, sudah. kedai bateri auto gate buka ke tak? takkan nak jadi double lockdown dalam rumah sendiri ni.","ah, sudah. kedai bateri auto gate buka ke tak? takkan nak jadi double dalam rumah sendiri ni.","ah, sudah. kedai bateri auto gate buka ke tak? takkan nak jadi double dalam rumah sendiri ni.","ah , . kedai bateri auto gate buka ? takkan double rumah ."
"kalo aku minta ke orang lain pasti dibales ""gaada duit lagi lockdown"" but he's not 😭😭

baru pertama temenan sama cowo sampe santai kalo dihina juga.. enaknya ga banyak drama ga neko² lagi kalo dimintain sesuatu 😭😭 terhura https://t.co/qmsnt64rpl","kalo aku minta ke orang lain pasti dibales ""gaada duit lagi lockdown"" but he's not 😭😭

baru pertama temenan sama cowo sampe santai kalo dihina juga.. enaknya ga banyak drama ga neko² lagi kalo dimintain sesuatu 😭😭 terhura","kalo aku meminta ke orang lain pasti dibales ""gaada duit lagi lockdown"" but he's not 😭😭

baru pertama berteman sama cowok sampai santai kalo dihina juga.. enaknya enggak banyak drama enggak neko² lagi kalo dimintain sesuatu 😭😭 terhura","orang dibales "" duit "" but he ' not 😭 😭 

 berteman cowok santai dihina .. enaknya drama neko² dimintain 😭 😭 terhura"
"knpa lockdown si kan jadinya gabut, harusnya lockup biar semangat ya ga si","knpa si kan jadinya gabut, harusnya lockup biar semangat ya ga si","kenapa sih kan jadinya gabut, harusnya lockup biar semangat ya enggak sih","gabut , lockup biar semangat"
"@hotradero @ainunnajib gak tegas? kan udah bolak-balik ditegaskan letjen doni monardo: tidak akan lockdown .

psbb itu jalan tengah. tiap kepala daerah boleh bikin kebijakan karena skrg otonomi daerah.

rapid test tidak akurat, makanya ditinggalkan.

https://t.co/yrypuwtczm","gak tegas? kan udah bolak-balik ditegaskan letjen doni monardo: tidak akan .

psbb itu jalan tengah. tiap kepala daerah boleh bikin kebijakan karena skrg otonomi daerah.

rapid test tidak akurat, makanya","enggak tegas? kan sudah bolak-balik ditegaskan letjen doni monardo: tidak akan .

psbb itu jalan tengah. tiap kepala daerah boleh bikin kebijakan karena sekarang otonomi daerah.

rapid test tidak akurat, makanya","? bolak-balik letjen doni monardo : . 

 psbb jalan . kepala daerah bikin kebijakan otonomi daerah . 

 rapid test akurat ,"
gak lockdown juga jarang ketemu ko 🙃,gak juga jarang ketemu ko 🙃,enggak juga jarang ketemu kok 🙃,jarang ketemu 🙃
"lockdown di inggris membuat anak-anak kate middleton dan pangeran william belajar dari rumah. mereka pun bagikan pengalaman seru, serta suka dukanya. https://t.co/rmhkeofhcz","di inggris membuat anak-anak kate middleton dan pangeran william belajar dari rumah. mereka pun bagikan pengalaman seru, serta suka dukanya.","di inggris membuat anak-anak kata middleton dan pangeran william belajar dari rumah. mereka pun bagikan pengalaman seru, serta suka dukanya.","inggris anak-anak middleton pangeran william belajar rumah . bagikan pengalaman seru , suka dukanya ."
"pasaran minyak dah jahanam .kereta dan kapal terbang tak bergerak .sambung lagi lockdown memang jahanam la ,sekarang pun dah jahanam .","pasaran minyak dah jahanam .kereta dan kapal terbang tak bergerak .sambung lagi memang jahanam la ,sekarang pun dah jahanam .","pasaran minyak deh jahanam .kereta dan kapal terbang tak bergerak .sambung lagi memang jahanam lah ,sekarang pun deh jahanam .","pasaran minyak deh jahanam .kereta kapal terbang bergerak .sambung jahanam , deh jahanam ."
"https://t.co/3xeepcybep
""aku manusia"" in album ke-3
song/syair/lirij/arr/klip by myment
#youtubedown
#youtube #youtuber #news #music #stayathome #stayhome #janganputusasamalaysia #janganmudikdulu #bersatucekalcovid19 #covid19 #coronavirus #lockdown #viralvideo #musik #ramadhan","manusia"" in album ke-3
song/syair/lirij/arr/klip by myment
#youtubedown
#youtube #youtuber #news #music #stayathome #stayhome #janganputusasamalaysia #janganmudikdulu #bersatucekalcovid19 #covid19 #coronavirus #lockdown #viralvideo #musik #ramadhan","manusia"" ini album ke-3
song/syair/lirij/arr/klip by myment
#youtubedown
#youtube #youtuber #news #music #stayathome #stayhome #janganputusasamalaysia #janganmudikdulu #bersatucekalcovid19 #covid19 #coronavirus #lockdown #viralvideo #musik #ramadhan","manusia "" album - 3 
 song / syair / lirij / arr / klip by myment 
 #youtubedown 
 #youtube #youtuber #news #music #stayathome #stayhome #janganputusasamalaysia #janganmudikdulu #bersatucekalcovid19 #covid19 #coronavirus #lockdown #viralvideo #musik #ramadhan"
"@susipudjiastuti bu, bagaimana jika nanti lockdownnya distop krn kasus positifnya sdh turun/ bahkan tdk ada kasus sama sekali padahal asimtopmatik covid-19nya bakal bersosialisasi lg dan menularkan virus lg tanpa dia sadari? seperti lockdown hanya pause virusnya sebentar pdhl virus tdk hilang","bu, bagaimana jika nanti lockdownnya distop krn kasus positifnya sdh turun/ bahkan tdk ada kasus sama sekali padahal asimtopmatik covid-19nya bakal bersosialisasi lg dan menularkan virus lg tanpa dia sadari? seperti hanya pause virusnya sebentar pdhl virus tdk hilang","bu, bagaimana jika nanti lockdownnya distop karena kasus positifnya sudah turun/ bahkan tidak ada kasus sama sekali padahal asimtopmatik covid-19nya bakal bersosialisasi lagi dan menularkan virus lagi tanpa dia sadari? seperti hanya pause virusnya sebentar padahal virus tidak hilang","bu , lockdownnya distop positifnya turun/ asimtopmatik covid - 19nya bersosialisasi menularkan virus sadari ? pause virusnya sebentar virus hilang"
"https://t.co/xhqjeb7gyb

asik nanti tukang pembawa mayat dapet banyak job",nanti tukang pembawa mayat dapet banyak job,nanti tukang pembawa mayat dapat banyak job,tukang pembawa mayat job
@faksuuu mau kemana kan lockdown,mau kemana kan,mau kemana kan,kemana
5 negara yang berhasil kendalikan kasus covid-19 lewat lockdown https://t.co/ctsbiylzsg https://t.co/gmfsh2lesi,5 negara yang berhasil kendalikan kasus covid-19 lewat,5 negara yang berhasil kendalikan kasus covid-19 lewat,5 negara berhasil kendalikan covid - 19
"@mospriest tak kiro iki tulisanmuuu, mbak. atau iki kancamu? https://t.co/ohhixut2pv 🤔","tak kiro iki tulisanmuuu, mbak. atau iki kancamu? 🤔","tak kiro iki tulisanmuuu, mbak. atau iki kancamu? 🤔","kiro iki tulisanmuuu , mbak . iki kancamu ? 🤔"
@muthiarnnd dahlah lockdown aja....,dahlah aja....,dahlah aja....,dahlah ....
"kerja nda bole disuru dirumah
tapi tagihan jalan terus
ini bukan lockdown tapi smackdown","kerja nda bole disuru dirumah
tapi tagihan jalan terus
ini bukan tapi smackdown","kerja indak boleh disuru dirumah
tapi tagihan jalan terus
ini bukan tapi smackdown","kerja indak disuru dirumah 
 tagihan jalan 
 smackdown"
"jangan sedih, amerika aja ga kuat lockdown lama-lama ternyata 😂
@kawalcovid19 @hotradero","jangan sedih, amerika aja ga kuat lama-lama ternyata","jangan sedih, amerika saja enggak kuat lama-lama ternyata","sedih , amerika kuat lama-lama"
