"_type","category","isi","judul"
"dict","properti","Panorama Menawan Gunung Arjuno di Gerbang Tol Lawang    Tak habis kata mendeskripsikan betapa indah panorama alam negara kita tercinta, Indonesia. Keelokan alam, terutama gunung, dan sawah, juga bisa dinikmati di sepanjang Jalan Tol Trans-Jawa, dan jalan tol non Trans-Jawa. Tahun 2017 lalu, kokohnya Gunung Merbabu mengguncang dunia maya setelah tertangkap kamera melatari Gerbang Tol (GT) Salatiga. Kini, giliran Gunung Arjuno yang tampak ciamik menghiasai GT Lawang yang merupakan bagian dari Jalan   . Viralnya foto GT Lawang di lini masa media sosial, kali perdana dibagikan oleh akun Facebook, Gunung Indonesia, pada Minggu (31/3/2019) lalu, ditambah keterangan sebagai berikut: Gunung Arjuno yang berada di perbatasan Kota Batu, Kabupaten Malang, dan Kabupaten Pasuruan, menjulang setinggi 3.339 meter. Tak hanya Gunung Arjuno, di jalan bebas hambatan yang merupakan bagian dari Tol Surabaya-Malang, ini penampakan Gunung Semeru juga terlihat dari sisi timur tempat istirahat ( ), Gunung Kawi di sisi barat daya, dan Gunung Penanggungan. Menurut Corporate Communication Department Head PT Jasa Marga Tbk Irra Susiyanti, ruas yang akan diresmikan adalah Seksi I-IV. ""Rencananya diresmikan pada kuartal II tahun 2019,"" kata Irra menjawab  , Sabtu (6/4/2019). Tol yang melintasi Kabupaten Pasuruan, Kabupaten Malang dan Kota Malang ini terdiri atas lima seksi. Adapun Seksi 4 Singosari-Pakis sepanjang 4,75 kilometer dan Seksi 5 Pakis-Malang sepanjang 3,11 kilometer. Saat ini, konstruksi untuk Seksi 1–3 telah mencapai 99,17 persen. Setelah beroperasi nanti,    diharapkan akan menjadi bagian vital arus mobilisasi orang serta barang antara Surabaya dan Malang. Meski Jalan Tol Pandaan-Malang bukan merupakan bagian dari jalur Jalan Tol Trans-Jawa, namun jalur ini memang menjadi jalur wisata menuju daerah Malang Raya.","Panorama Menawan Gunung Arjuno di Gerbang Tol Lawang  "
"dict","sains","Bisa Berjalan dan Berenang, Fosil Paus Berkaki Empat Ditemukan di Peru Para peneliti melaporkan adanya fosil yang tidak biasa di   . Berusia 42,6 juta tahun, fosil tersebut menunjukkan adanya    berkaki empat pada masa lampau yang bisa berjalan di darat dan berenang.    purba bernama   yang ditemukan pada 2011 ini memiliki bentuk tubuh yang unik. Kakinya berkuku, tetapi juga berjaring. Ia juga memiliki ekor yang panjang dan kuat, meskipun fosil bagian tubuh ini tidak lengkap. Fitur-fitur ini membuat paus mampu menopang tubuhnya yang berukuran empat meter di darat dan berenang di dalam air selama berminggu-minggu. “Sekalipun ia bisa berenang di air tanpa masalah, ia masih memiliki sedikit kuku di jari-jari tangan dan kakinya. Artinya, ia lebih mampu bergerak di darat daripada anjing laut,” ujar Travis Park, pakar paus purba di Natural History Museum in London yang tak terlibat dalam studi, seperti dilansir dari  , Rabu (3/4/2019). Menurut para peneliti yang melaporkan temuan ini dalam jurnal  , fosil ini memberikan petunjuk baru bagaimana moyang mamalia terbesar di bumi bertransisi dari darat ke laut. Perlu untuk diketahui, paus yang benar-benar akuatik baru ada sekitar 41-35 juta tahun yang lalu. Sebelumnya, paus masih harus kembali ke darat untuk kawin atau melahirkan. Park mengatakan, paus adalah bukti evolusi yang ikonis. Mereka berangkat dari mamalia kecil yang berkuku menjadi paus biru yang kita temui sekarang. Sangat menarik untuk melihat bagaimana mereka menaklukkan lautan. Olivia Lambert dari Royal Belgian Institute of Natural Sciences yang merupakan penulis utama studi juga berkata bahwa sebelumnya, memang sudah ditemukan moyang paus yang berkaki empat yang lebih tua dan kecil. Namun, bukti-bukti tersebut terpecah-pecah dan tidak selengkap fosil kali ini. “Kami tidak memiliki indikasi jelas mengenai kemampuan berenang dan berjalan mereka,” ujarnya. Di samping bentuk fosil sendiri, lokasi temuan ini juga dianggap penting. Pasalnya, paus yang lebih purba dan hidup sekitar 53 juta tahun lalu hanya ditemukan di India dan Pakistan. Hal ini pun membuat para peneliti bertanya-tanya kapan dan bagaimana paus menyebar hingga ke Amerika. Nah, temuan fosil di Peru ini menunjukkan bahwa paus purba mungkin menyeberangai Samudra Atlantik selatan dengan bantuan arus yang menuju ke arah barat. Pada masa tersebut, jarak antara benua Asia dan Amerika juga hanya setengahnya saat ini.","Bisa Berjalan dan Berenang, Fosil Paus Berkaki Empat Ditemukan di Peru"
"dict","properti","Dua Tahun Lagi, Jalur Pantai Selatan Jateng dan DIY Siap Dilewati  - Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) terus membangun dan memperbaiki konektivitas di Jalur Selatan (  ) Pulau Jawa. Jalan ini dirancang panjang 1.405 kilometer yang membentang dari Provinsi Banten, Jawa Barat,   , Daerah Istimewa    hingga Jawa Timur. Sementara khusus di wilayah Jawa Tengah, Jalan Pansela yang melewati wilayah ini sepanjang 212 kilometer dan Yogyakarta sepanjang 116 kilometer. Kepala BBPJN VII Akhmad Cahyadi mengatakan, perkiraan total anggaran yang dibutuhkan untuk penyelesaian Jalan Pansela di kedua provinsi tersebut sekitar Rp 1,9 triliun. Adapun alokasi anggaran di setiap provinsi yakni Rp 1,1 triliun untuk Jawa Tengah dan Rp 885 miliar untuk Yogyakarta. Dalam keterangan tertulis yang diterima  , Sabtu (6/4/2019), Menteri PUPR Basuki Hadimuljono menambahkan, hingga tahun 2018 pembangunan jalan yang sudah selesai sepanjang 219 kilometer. ""Masing-masing sepanjang 151 kilometer di Jawa Tengah dan 68 kilometer di Yogyakarta,"" kata dia. Lebih lanjut dia menuturkan, pada 2019 terdapat dua ruas jalan di Jawa Tengah dan tiga ruas di Yogyakarta yang telah ditandatangani kontrak pengerjaannya. Dua ruas di Jawa Tengah yakni Tambakrejo- Bantarsari sepanjang 6,50 kilometer dan Jladri - Karangbolong -Tambakmulyo 4,50 kilometer. Nilai kontrak ruas Tambakrejo- Bantarsari senilai Rp 95,4 miliar dengan kontrak tahun jamak 2019-2020. Pembangunan akan dikerjakan oleh PT Istaka Karya- PT. Trie Mukti (Kerjasama Operasi). Sementara ruas Jladri - Karangbolong -Tambakmulyo nilai kontraknya Rp 53,9 miliar, dengan kontrak tahun jamak 2019-2020, dikerjakan oleh PT Sumber Karya-PT Karya Adi Kencana (Kerjasama Operasi). Nilai kontrak ruas Jerukwudel-Baron-Duwet sebesar Rp 195 miliar (2019-2021), dikerjakan PT Brantas Abipraya-Aneka Dharma Persada (Kerjasama Operasi), ruas Legundi-Planjan dengan nilai kontrak Rp 69 miliar (2019-2020) yang dikerjakan oleh PT Istaka Karya. Sedangkan besar pagu Jembatan Kretek 2 sebesar Rp 574 miliar untuk tahun 2019-2021. Salah satu ruas yang telah rampung ditingkatkan adalah Giriwoyo-Duwet sepanjang 23,7 kilometer. Pembangunan dilakukan dengan kotrak multiyears 2015-2017 dengan nilai Rp 192 miliar. Pendanaan dilakukan melalui program Regional Road Development Project (RRDP) yang didanai oleh Islamic Development Bank (IDB).","Dua Tahun Lagi, Jalur Pantai Selatan Jateng dan DIY Siap Dilewati"
"dict","nasional","Kompas.com Tersertifikasi dalam Jaringan Internasional Penguji Informasi  —   secara resmi tersertifikasi dalam jaringan internasional penguji fakta ( ). Di dunia, selain  , baru ada 49 lembaga lain yang mendapat sertifikasi ini. ""Di era digital saat ini, masyarakat dihadapkan pada banjir informasi yang serba tidak pasti kebenarannya. Sertifikasi IFCN ini meneguhkan komitmen   yang selalu menguji setiap informasi untuk mencari dan menemukan kebenaran. Dengan upaya ini, hoaks yang marak dan menyamar sebagai informasi bisa dilawan,"" kata Pemimpin Redaksi   Wisnu Nugroho di Jakarta, Rabu (17/10/2018). Hampir setiap hari, Tim Hoaks atau Fakta   melakukan verifikasi dengan turun langsung ke lapangan dan menelusuri sumber-sumber yang kredibel untuk memastikan kebenaran sebuah informasi. Database Hoaks atau Fakta yang ditelusuri    . Bekerja sama dengan Turnbackhoax.id,   juga menerima laporan masyarakat atas sejumlah informasi yang ingin diverifikasi. Formulir laporan masyarakat   agar siapa pun bisa berpartisipasi.  Rubrik khusus ini pula yang menjadi salah satu pertimbangan IFCN memasukkan   sebagai jejaring lembaga penguji internasional. Pertimbangan lain yang dijadikan dasar adalah sikap   yang non-partisan, transparan dalam sumber pendanaan, dan selalu mengutip sumber-sumber yang kredibel untuk setiap beritanya. Di antara 49 lembaga yang tersertifikasi dalam jaringan internasional penguji fakta (IFCN - International Fact-Checking Network), ada lima lembaga dari Indonesia. Lima lembaga itu adalah  ,  ,  , dan Mafindo (turnbackhoax.id).","Kompas.com Tersertifikasi dalam Jaringan Internasional Penguji Informasi"
"dict","otomotif","",""
"dict","tekno","Memegang Ponsel Rp 2 Jutaan Samsung Galaxy A20  -    membawa standar baru untuk   di lini besutannya. Melalui sederet lini seri A terbaru, ponsel murah Samsung seakan naik kelas. Salah satunya bisa ditemukan di   . Ponsel seharga Rp 2.299.000 ini membawa desain yang bisa dibilang kekinian. Mulai dari layar AMOLED berbentang 6,4 inci dengan takik kecil yang menjorok di ujung layar atau diistilahkan Samsung sebagai Infinity-V. Desain ini memungkinkan layar terasa lebih lega karena aspek rasionya 19,5:9. Resolusi layarnya 720 x 1.560 piksel (HD Plus). Bingkai layarnya juga terpangkas cukup banyak, hanya saja di bagian bawah masih terdapat   (bingkai) yang agak tebal. Di bawah layar terdapat jajaran colokan audio jack, speaker dan mikrofon, serta USB-C. Fitur terakhir adalah yang menarik, mengingat belum banyak ponsel di kelasnya yang memasang USB-C. Bahkan, masih ada beberapa ponsel menengah ke atas yang mengandalkan microUSB 2.0. Pindah ke sisi kanan, terdapat tombol daya dan volume, serta sisi atas terdapat sensor. Tak hanya layar, punggung Galaxy A20 juga menawarkan gaya baru. Punggung Galaxy A20 berbalut 3D Glass Glass dengan nuansa   atau diistilahkan sebagai ""Glasstic"". Di dalam punggung tersebut terbenam baterai berkapasitas 4.000 mAh yang didukung fitur   15W. Di pojok kiri atas punggung ponsel terdapat modul kamera ganda yang terususn vertikal. Kamera utamanya beresolusi 13 megapiksel dan bukaan lensa f/1.9. Sementara kamera sekundernya beresolusi 5 megapiskel berbukaan lensa f/2.2, yang berfungsi sebagai sensor   untuk menangkap gambar hingga jangkauan 123 derajat. Di bagian depan terdapat kamera tunggal beresolusi 8 megapiskel dengan bukaan f/2.0. Selain modul kamera ganda, punggung A20 juga tersemat pemindai sidik jari di tengah. Di sektor dapur pacu, tertanam chipset Exynos 7884 besutan Samsung dengan   1,6 GHz yang diapdu dengan RAM 3 GB dan memori internal 32 GB yang bisa diekspansi hingga 512 GB. Perangkat ini dijalankan dengan sistem operasi Android 9 Pie yang dilapisi antarmuka One UI. Ada dua varian warna yang tersedia yakni biru dan hitam. Bagaimana wujud Galaxy A20, selengkapnya bisa dilihat di  .","Memegang Ponsel Rp 2 Jutaan Samsung Galaxy A20"
"dict","entertainment","5 Kategori yang Dimenangkan Oleh Film A Man Called Ahok di IBOMA 2019 - Film   berhasil memenangkan lima kategori sekaligus dalam Indonesian Box Office Movie Awards (  ) 2019 di Emtek City, Daan Mogot, Jakarta Barat, Kamis (5/4/2019) malam.   Berikut adalah lima kategori yang berhasil disabet oleh film besutan sutradara Putrama Tuta tersebut. Pada kategori ini, nama Denny Sumargo dipanggil untuk menerima piala. Denny dinilai sangat apik membawakan karakter ayah dari Ahok. Dalam kategori ini Denny mengalahkan Adipati Dolken dalam Teman Tapi Menikah, Daniel Mananta dalam  , Rano Karno dalam Si Doel The Movie, dan Vino G Bastian dalam Wiro Sableng. Berikutnya   juga memenangkan kategori Pendukung Pria Terbaik atas nama Donny Damara. Donny berhasil menyingkirkan nominator laon diantaranya, Edward Akbar dalam film , Bintang Emon dalam film  , Mandra dalam film   dan Verdi Solaeman dalam film  . Menyingkirkan Daniel Mananta (A Man Called Ahok), Vanesha Prescilla (Dilan 1990), Isyana Sarasvati (Milly & Mamet) dan Fariz Alfarazi (Wiro Sableng), Eric Febrian yang berperan sebagai Ahok remaja dalam  diganjar piala IBOMA 2019. Eric dinilai pantas oleh dewan juri sebagai Pendatang Baru Terbaik.  Dalam kategori Sutradara Terbaik, Putrama Tuta dinilai sukses men-  film  . Putra berhasil menyingkirkan deretan sutradara lainnya seperti, Rako Prijanto-Teman Tapi Menikah, Fajar Bustomi-Dilan 1990, Rano Karno-Si Doel The Movie dan Angga Dwimas Sasongko-Wiro Sableng. Dengan memenangkan kategori Trailer Film Terbaik, film  menjadi film terbanyak yang meraih penghargaan dari IBOMA 2019. Dalam kategori ini  mengalahkan     dan  .","5 Kategori yang Dimenangkan Oleh Film A Man Called Ahok di IBOMA 2019"
"dict","properti","Ombudsman Minta Bupati Bogor Segera Cabut Izin SPAM Sentul City  - Ombudsman RI Perwakilan Jakarta Raya meminta Bupati Bogor, Ade Yasin segera memberlakukan SK pencabutan Izin Sistem Penyediaan Air Minum (  ) PT    Tbk dan SK masa transisi agar tidak terjadi kekosongan hukum. SK pencabutan izin tersebut tertuang dalam putusan MA Nomor: 463 K/TUN/2018 jo Nomor 11/B/2018/PT.TUN.JKT jo Nomor 75/G/2017/PTUN-Bdg tanggal 11 Oktober 2018. Putusan tersebut memerintahkan Bupati Bogor untuk mencabut izin SPAM Sentul City dan mengembalikan pengelolaan air minum ke negara melalui Perusahaan Daerah Air Minum (PDAM) Tirta Kahuripan. Dengan kekosongan hukum tersebut, Ade dapat dianggap tidak melaksanakan putusan MA. Selain itu, PDAM Tirta Kahuripan juga bisa disebut menjual air curah kepada lembaga yang tidak memiliki izin. Sementara  dapat dianggap melakukan penjualan air secara ilegal tanpa izin. Menurut Kepala Perwakilan Ombudsman RI Perwakilan Jakarta Raya, Teguh P Nugroho, keputusan Bupati Bogor mencabut izin SPAM dan rencana tindak lanjut dalam masa transisi akan memberikan kepastian hukum atas Putusan MA tersebut. Teguh mengusulkan agar Ade segera menyusun rencana kerja termasuk surat keputusan masa transisi izin SPAM dari PT Sentul City kepada PDAM Tirta Kahuripan. Selain itu, Teguh juga mendesak Bupati Bogor segera memberlakukan SK pencabutan izin SPAM mengingat batas pelaksanaan putusan MA telah berakhir per tanggal 29 Maret 2019. Sejak putusan diberikan hingga Jumat, (5/4/2019), Teguh mengatakan, Bupati Bogor belum membuat SK pencabutan Izin SPAM Sentul City serta pengesahan masa transisi. Termasuk melakukan penunjukan operator pelaksana pengelolaan SPAM PDAM Tirta Kahuripan selama masa transisi. ""Kami tetap monitoring sampai pemkab mengeluarkan SK Pencabutan SPAM dan menjalankan masa transisi itu sesuai dengan hasil LAHP (Laporan Akhir Hasil Pemeriksaan) kami,"" ujar Teguh menjawab  , Sabtu (6/4/2019).  Teguh menambahkan, pihaknya akan terus berupaya agar tidak terjadi maladministrasi yang berkelanjutan. ""Tapi kalau tidak dilaksanakan juga, itu akan jadi ranah aparat penegak hukum. Dan tentu saja kami akan naikkan dari LAHP kami menjadi rekomendasi Ombudsman RI, karena rekomendasi sifatnya mengikat,"" lanjut dia. Menurut dia, sesuai dengan Undang-undang Pemerintahan Daerah, pihaknya dapat memintakan sanksi bagi pejabat daerah termasuk kepala daerah yang tidak menjalankan rekomendasi Ombudsman.  ""Karena akan menjadi sangat miris jika kepala daerah tidak menaati putusan lembaga yudikatif. Apalagi hal tersebut bedampak pada hilangnya institusi pemberi layanan air yang sah di kawasan Sentul City,"" ucap Teguh.  Meski begitu Teguh mengapresiasi adanya upaya positif dari pemerintah setempat untuk mengeluarkan SK Pencabutan SPAM dan SK masa transisi. Ombudsman RI perwakilan Jakarta Raya juga meminta penetapan masa transisi selambat-lambatnya selama satu tahun.  Selain itu, PT SGC selaku operator SPAM PDAM Tirta Kahuripan selama masa transisi memberlakukan ketentuan berlangganan sesuai dengan ketentuan yang berlaku di PDAM Tirta Kahuripan. PT SGC selama masa transisi menjamin pemasangan meteran air di seluruh kawasan Perumahan Sentul City. Termasuk melakukan pemasangan dan penyambungan kembali meteran air yang telah diputus dan mencatatkan seluruh pelanggan sebagai pelanggan baru PT SGC selaku Operator PDAM Tirta. Ombudsman RI Perwakilan Jakarta Raya juga meminta PT SGC tidak melakukan pemutusan meteran air di kawasan Sentul City selama masa transisi kecuali mengacu pada peraturan PDAM Tirta Kahuripan.  Teguh menilai, kekhawatiran pelaku usaha dan sebagian warga Sentul City akan terhentinya pelayanan air minum dinilai berlebihan. Selama ini, lanjut dia, PDAM Tirta Kahuripan memasok 95 persen air curah bagi Sentul City. Dengan adanya pelayanan langsung, pelaku usaha dan warga Sentul City justru memiliki jaminan kepastian yang lebih besar atas ketersediaan pasokan. Teguh menambahkan, meski izin SPAM yang dikembalikan pada PDAM, Sentul City tetap dapat melakukan proses penyediaan air baku untuk dikelola oleh PDAM baik dalam bentuk bagi hasil maupun dalam bentuk hibah. Selain itu, penyerahan PSU termasuk utilitas air minum kepada Pemerintah Kab. Bogor juga akan mempermudah pembukaan akases penyediaan air bersih bagi 9 desa lainnya yang berada di kawasan Sentul City.","Ombudsman Minta Bupati Bogor Segera Cabut Izin SPAM Sentul City"
"dict","sains","Studi: Membacakan Buku Cetak Lebih Bermanfaat Bagi Anak Dibanding Ebook  Para peneliti menemukan bahwa ketika orang dewasa membacakan cerita untuk batita, percakapan yang muncul dari kegiatan tersebut lebih bermakna ketika cerita-cerita itu dibacakan dari    cetak daripada dibacakan dari buku elektronik atau e-book. Hasil percobaan kecil menunjukkan bercerita menggunakan buku elektronik mungkin tidak terlalu bagus untuk perkembangan anak-anak. Dokter anak merekomendasikan untuk tidak memberikan gawai sama sekali kepada di bawah usia dua tahun. Mereka memperingatkan bahwa tablet, ponsel pintar dan permainan digital dapat menghalangi permainan kreatif dan interaksi dengan pengasuh yang sebenarnya penting untuk pertumbuhan sosial, emosional dan kognitif anak. Tetapi banyak orang tua, yang mengizinkan anak untuk menonton film kartun atau bermain video game, dan mungkin masih menggunakan buku elektronik untuk membacakan cerita bagi anak-anaknya. Mereka beranggapan bahwa buku eletronik lebih nyaman dibawa daripada harus menjejalkan banyak buku cetak. Banyak orang tua juga percaya bahwa aplikasi bacaan dan buku elektronik dapat memudahkan anak-anak untuk mempelajari alfabet. ""Kita tahu    buku bersama adalah kegiatan perkembangan yang luar biasa untuk terlibat dengan anak – tidak hanya dengan memperkenalkan bahasa dan kosa kata, tetapi juga memberikan kesempatan untuk lebih dekat secara fisik dan dapat meningkatkan momen emosional,"" kata penulis utama dari studi tersebut, Dr. Tiffany Munzer dari Rumah Sakit Anak CS Mott Universitas Michigan di Ann Arbor. ""Orang tua dan balita mengetahui cara bagaimana bisa terlibat melalui buku, tetapi saat tablet juga digunakan, hal itu dapat mengalihkan beberapa manfaat positif dari pengalaman membaca bersama,"" kata Munzer melalui email. ""Bukan berarti buku elektronik tidak bermanfaat, hanya manfaatnya kurang jika dibandingkan dengan buku cetak,"" sambungnya. Untuk penelitian ini, tim Munzer merekam 37 pasangan orang tua dan anak selama sesi membaca yang dilakukan di laboratorium. Orang tua membaca cerita serupa dalam tiga format berbeda: buku cetak, buku elektronik tanpa efek suara bunyi bel atau peluit, dan buku elektronik yang disempurnakan dengan fitur tambahan seperti efek suara atau animasi. Selama setiap sesi membaca, peneliti mengamati seberapa banyak interaksi, percakapan dan kolaborasi yang terjadi antara orang tua dan anak mereka. Saat menggunakan buku cetak, orang tua lebih banyak berbicara kepada anak tentang cerita yang dibaca bersama. Orang tua akan berhenti sejenak untuk melakukan hal-hal seperti bertanya kepada anak-anak apakah mereka mengingat sesuatu yang mereka lakukan yang mirip dengan apa yang terjadi dalam cerita, atau bertanya kepada anak apa yang menurut mereka akan terjadi selanjutnya, kata peneliti dalam laporan yang dirilis di jurnal  .    elektronik yang disempurnakan dengan fitur tambahan memicu lebih banyak interaksi daripada buku elektonik tanpa efek suara. Batita juga lebih banyak berbicara dan mengajukan pertanyaan, berbagi pendapat dan ide mereka terkait cerita ketika orang tua    cetak. Buku elektronik dengan fitur tambahan memicu lebih banyak interaksi yang dimulai oleh anak-anak daripada buku elektronik biasa. Studi ini tidak dapat mengatakan apakah atau bagaimana format buku tertentu dapat secara langsung mempengaruhi perkembangan sosial, emosional atau kognitif anak. Percobaan ini juga tidak dirancang untuk menentukan apakah format yang berbeda mempengaruhi seberapa mudah atau cepat anak-anak kemudian belajar membaca. Dr. Suzy Tomopoulos dari Departemen Pediatri di Fakultas Kedokteran Universitas New York mengatakan melalui email bahwa, salah satu manfaat membaca untuk anak adalah saling bertukar yang dapat terjadi ketika orang tua berbagi cerita dengan anak-anak, dan membantu menempatkan cerita dalam konteks pengalaman hidup anak. ""Contohnya, jika buku itu tentang perjalanan ke kebun binatang, orang tua dapat berbicara tentang perjalanan terakhir mereka ke kebun binatang dan hewan-hewan apa yang mereka lihat,"" kata Tomopoulos, yang ikut menulis editorial yang diterbitkan bersama penelitian ini. ""   buku cetak bersama telah dipelajari dengan baik dan diketahui dapat membantu perkembangan anak, bahasa dan keterampilan sosial mereka,"" tambah Tomopoulos. ""Salah satu masalah utama dari membaca di layar adalah mereka mengganggu interaksi orang tua dan anak,"" tutupnya.","Studi: Membacakan Buku Cetak Lebih Bermanfaat Bagi Anak Dibanding Ebook"
"dict","otomotif","",""
