text_asli,removed_noise,removed_alay,removed_stopwords
"yg ada kawin kontrak sbelah mana si?
mumpung lockdown ini. .","yg ada kawin kontrak sbelah mana si?
mumpung ini. .","yang ada kawin kontrak sebelah mana si?
mumpung ini. .","kawin kontrak sebelah si ? 
 mumpung . ."
"@firzahusain mas roy nya di tagdonk, kalo gak di lockdown aja","mas roy nya di tagdonk, kalo gak di aja","mas roy nya di tagdonk, kalo enggak di saja","mas roy tagdonk ,"
@iwan05_ kon lockdown tulih nek pada berkumpul,kon tulih nek pada berkumpul,kon tulih nek pada berkumpul,kon tulih nek berkumpul
@cnnindonesia jakarta kena lockdown? https://t.co/vivvtxzqff,jakarta kena lockdown?,jakarta kena lockdown?,jakarta kena ?
"pantai  phuket menjadi pusat penyebaran virus corona. 
itu ada 170 kasus covid-19 dari pekitar 38,95 kasus perb100.000 orang di phuket, 

#phuketlockdown #phuket #thailand #thai #covid__19 #viruscorona #coronavirus #bangkok #covid

https://t.co/fcter0nd7y","pantai phuket menjadi pusat penyebaran virus corona. itu ada 170 kasus covid-19 dari pekitar 38,95 kasus perb100.000 orang di phuket, #phuketlockdown #phuket #thailand #thai #covid__19 #viruscorona #coronavirus #bangkok","pantai phuket menjadi pusat penyebaran virus corona. itu ada 170 kasus covid-19 dari pekitar 38,95 kasus perb100.000 orang di phuket, #phuketlockdown #phuket #thailand #thai #covid__19 #viruscorona #coronavirus #bangkok","pantai phuket pusat penyebaran virus corona . 170 covid - 19 pekitar 38,95 perb100.000 orang phuket , #phuketlockdown #phuket #thailand #thai #covid__19 #viruscorona #coronavirus #bangkok"
"bila lockdown ni baru perasan bau badan anak remaja akak bukan main kuatnya. tak best. kesian dia. pasti kat sekolah orang tak suka dekat dia. en amir boleh suggest tak perfume untuk remaja. .
untuk remaja yang… https://t.co/wouljw8dsh","bila ni baru perasan bau badan anak remaja akak bukan main kuatnya. tak best. kesian dia. pasti kat sekolah orang tak suka dekat dia. en amir boleh suggest tak perfume untuk remaja. .
untuk remaja yang…","bila nih baru perasan bau badan anak remaja akak bukan main kuatnya. tak best. kesian dia. pasti kat sekolah orang tak suka dekat dia. en amir boleh suggest tak perfume untuk remaja. .
untuk remaja yang…","perasan bau badan anak remaja akak main kuatnya . best . kesian . kat sekolah orang suka . en amir suggest perfume remaja . . 
 remaja …"
"bila lockdown ni baru perasan bau badan anak remaja akak bukan main kuatnya. tak best. kesian dia. pasti kat sekolah orang tak suka dekat dia. en amir boleh suggest tak perfume untuk remaja. 
.
untuk remaja yang… https://t.co/jndpx34le4","bila ni baru perasan bau badan anak remaja akak bukan main kuatnya. tak best. kesian dia. pasti kat sekolah orang tak suka dekat dia. en amir boleh suggest tak perfume untuk remaja. .
untuk remaja yang…","bila nih baru perasan bau badan anak remaja akak bukan main kuatnya. tak best. kesian dia. pasti kat sekolah orang tak suka dekat dia. en amir boleh suggest tak perfume untuk remaja. .
untuk remaja yang…","perasan bau badan anak remaja akak main kuatnya . best . kesian . kat sekolah orang suka . en amir suggest perfume remaja . . 
 remaja …"
"harusnya anak2 nmcc bisa lah ngelewatin lockdown ini, orang biasanya dilockdown 5-7 bulan, bahkan sampe sosmednya diikutin perkembangannya brow sekepo itu org2","harusnya anak2 nmcc bisa lah ngelewatin ini, orang biasanya dilockdown 5-7 bulan, bahkan sampe sosmednya diikutin perkembangannya brow sekepo itu org2","harusnya anak-anak nmcc bisa lah ngelewatin ini, orang biasanya dilockdown 5-7 bulan, bahkan sampai sosmednya diikutin perkembangannya brow sekepo itu orang-orang","anak-anak nmcc ngelewatin , orang dilockdown 5 - 7 , sosmednya diikutin perkembangannya brow sekepo orang-orang"
@aji_samm lgi lockdown,lgi,lagi,
"setelah local lockdown dibuka, bagaimana shalat jumat? https://t.co/xezxqsfo8f","setelah local dibuka, bagaimana shalat jumat?","setelah local dibuka, bagaimana shalat jumat?","local dibuka , shalat jumat ?"
