text_asli,removed_noise,removed_alay,removed_stopwords
"negara lain terutama negara maju lockdown = semua terjamin bikos di sana ga ada tukang jualan keliling pake gerobak.

indonesia lockdown = mamang bakso yang suka keliling ga bisa kasih makan anak istri, pemerintah duitnya abis buat urusin corona, akhirnya mati karna kelaparan.","negara lain terutama negara maju = semua terjamin bikos di sana ga ada tukang jualan keliling pake gerobak.

indonesia = mamang bakso yang suka keliling ga bisa kasih makan anak istri, pemerintah duitnya abis buat urusin corona, akhirnya mati karna kelaparan.","negara lain terutama negara maju = semua terjamin bikos di sana enggak ada tukang jualan keliling pakai gerobak.

indonesia = mamang bakso yang suka keliling enggak bisa kasih makan anak istri, pemerintah duitnya habis buat urus corona, akhirnya mati karena kelaparan.","negara negara maju = terjamin bikos tukang jualan keliling pakai gerobak . 

 = mamang bakso suka keliling kasih makan anak istri , pemerintah duitnya habis urus corona , mati kelaparan ."
"covid 19, masker langka dan mahal, social and physical distancing, ngga lockdown tapi serasa di lockup, jalan sepi, rasa takut, waspada, curiga, bapak ojol bawa anaknya cari nafkah, supermoon, nifsu sya'ban,  glenn fredly wafat, deretan kejadian menjelang ramadhan.","covid 19, masker langka dan mahal, social and physical distancing, ngga tapi serasa di lockup, jalan sepi, rasa takut, waspada, curiga, bapak ojol bawa anaknya cari nafkah, supermoon, nifsu sya'ban, glenn fredly wafat, deretan kejadian menjelang ramadhan.","covid 19, masker langka dan mahal, social and physical distancing, enggak tapi serasa di lockup, jalan sepi, rasa takut, waspada, curiga, bapak ojol bawa anaknya cari nafkah, supermoon, nifsu sya'ban, glenn fredly wafat, deretan kejadian menjelang ramadhan.","covid 19 , masker langka mahal , social and physical distancing , serasa lockup , jalan sepi , takut , waspada , curiga , ojol bawa anaknya cari nafkah , supermoon , nifsu sya'ban , glenn fredly wafat , deretan kejadian menjelang ramadhan ."
"gubernur prediksi puncak penyebaran corona pada mei, sumbar menuju lockdown! || baca&gt;&gt; https://t.co/lz7qxrfg7m https://t.co/p66ant9mgf","gubernur prediksi puncak penyebaran corona pada mei, sumbar menuju lockdown! || baca&gt;&gt;","gubernur prediksi puncak penyebaran corona pada mei, sumbar menuju lockdown! || baca&gt;&gt;","gubernur prediksi puncak penyebaran corona mei , sumbar ! || baca&gt;&gt ;"
@_melankolis masih lockdown g?,masih g?,masih g?,g ?
"dulu bising gaklah dua minggu sekali kena balik pilah (promised dad i’ll be home once in a fortnight). last balik 15th march, hari ni baru 9 april. yall yang lockdown dgn mak ayah tu untunglah. rindunyaaaaaa. homesick! makkkkk adik nak balikkkkkkkkkkkkkkk!","dulu bising gaklah dua minggu sekali kena balik pilah (promised dad i’ll be once in a fortnight). last balik 15th march, hari ni baru 9 april. yall yang dgn mak ayah tu untunglah. rindunyaaaaaa. homesick! makkkkk adik nak balikkkkkkkkkkkkkkk!","dulu bising gaklah dua minggu sekali kena balik pilah (promised dad i’ll be once ini a fortnight). last balik 15th march, hari nih baru 9 april. yall yang dengan mak ayah itu untunglah. rindunyaaaaaa. homesick! makkkkk adik nak balikkkkkkkkkkkkkkk!","bising gaklah minggu kena pilah ( promised dad i’ll be once a fortnight ) . last 15th march , 9 april . yall mak ayah untunglah . rindunyaaaaaa . homesick ! makkkkk adik balikkkkkkkkkkkkkkk !"
sebuah penelitian mengungkapkan bumi lebih sedikit bergetar karena lockdown. https://t.co/wek3yqoj39,sebuah penelitian mengungkapkan bumi lebih sedikit bergetar karena lockdown.,sebuah penelitian mengungkapkan bumi lebih sedikit bergetar karena lockdown.,penelitian bumi bergetar .
pukul 5:08 pagi dah siap atas pinggan. nasi goreng lockdown.,pukul 5:08 pagi dah siap atas pinggan. nasi goreng lockdown.,pukul 5:08 pagi deh siap atas pinggan. nasi goreng lockdown.,5:08 pagi deh pinggan . nasi goreng .
"aku rasa nanti kalau area damai ni lockdown, sekolah lah jadi tempat berkumpul.. maybe","aku rasa nanti kalau area damai ni lockdown, sekolah lah jadi tempat berkumpul.. maybe","aku rasa nanti kalau area damai nih lockdown, sekolah lah jadi tempat berkumpul.. maybe","area damai , sekolah berkumpul .. maybe"
"@marlina_idha akhirnya disetujui menteri,, dr bulan kemaren pemprov dki bahkan sudah mengajukan lockdown,, cuma gk disetujui oleh presiden cs.., kalo gk gini rantai infeksi covid gk akan berhenti.","akhirnya disetujui menteri,, dr bulan kemaren pemprov dki bahkan sudah mengajukan lockdown,, cuma gk disetujui oleh presiden cs.., kalo gk gini rantai infeksi covid gk akan berhenti.","akhirnya disetujui menteri,, dari bulan kemarin pemprov dki bahkan sudah mengajukan lockdown,, cuma enggak disetujui oleh presiden cs.., kalo enggak begini rantai infeksi covid enggak akan berhenti.","disetujui menteri , , kemarin pemprov dki mengajukan , , disetujui presiden cs .. , rantai infeksi covid berhenti ."
terapkan lockdown ekonomi prancis menyusut sekitar 6 persen https://t.co/8hbn5kzmoe,terapkan ekonomi prancis menyusut sekitar 6 persen,terapkan ekonomi prancis menyusut sekitar 6 persen,terapkan ekonomi prancis menyusut 6 persen
"lockdown diperpanjang, mending olahraga skuyyy jan rebahan mulu https://t.co/3hk69advmy","diperpanjang, mending olahraga skuyyy jan rebahan mulu","diperpanjang, mending olahraga skuyyy jangan rebahan mulu","diperpanjang , mending olahraga skuyyy rebahan mulu"
masa iya gegara lockdown kealayan naik 1000%,masa iya gegara kealayan naik 1000%,masa iya gegara kealayan naik 1000%,iya gegara kealayan 1000 %
"angka kematian capai 11.000, prancis akan perpanjang masa lockdown https://t.co/euvpsvqdpc","angka kematian capai 11.000, prancis akan perpanjang masa","angka kematian capai 11.000, prancis akan perpanjang masa","angka kematian capai 11.000 , prancis perpanjang"
@apri_trihazimah @abyaandaffa sana sekbid bersih2 sblm lockdown total👿,sana sekbid bersih2 sblm total👿,sana sekbid bersih2 sebelum total👿,sekbid bersih2 total 👿
"populer- psbb berlaku mulai besok di jakarta, bagaimana peraturannya? apa bedanya dengan lockdown? https://t.co/v3rvtghwvy","populer- psbb berlaku mulai besok di jakarta, bagaimana peraturannya? apa bedanya dengan lockdown?","populer- psbb berlaku mulai besok di jakarta, bagaimana peraturannya? apa bedanya dengan lockdown?","populer - psbb berlaku besok jakarta , peraturannya ? bedanya ?"
bukan lockdown. hanya membatasi pergerakan diri,bukan lockdown. hanya membatasi pergerakan diri,bukan lockdown. hanya membatasi pergerakan diri,. membatasi pergerakan
"@heru1706 @gembelgamer @zauharinaufall rumah galih di lockdown dang kaga bisaa, di rumah lu apa nih","rumah galih di dang kaga bisaa, di rumah lu apa nih","rumah galih di dang kagak bisaa, di rumah lu apa nih","rumah galih dang bisaa , rumah"
besok libur 3 hari dan lockdown rasanya tuh......😭😭😭😭😭😭,besok libur 3 hari dan rasanya tuh......😭😭😭😭😭😭,besok libur 3 hari dan rasanya tuh......😭😭😭😭😭😭,besok libur 3 ...... 😭 😭 😭 😭 😭 😭
"malaysia lockdown, @cakiminow beri bantuan ke tki https://t.co/hgx8nwudam","malaysia lockdown, beri bantuan ke tki","malaysia lockdown, beri bantuan ke tki","malaysia , bantuan tki"
@bayuuwidis kuliah we lockdown kok ngapain neng jogja,kuliah we kok ngapain neng jogja,kuliah we kok mengapai neng jogja,kuliah we mengapai neng jogja
"@ahmadyanibs bpk anggota dpd ini mungkin blm ngopi ketum😁😁
mungkin akibat lockdown jd nggk bisa ngopi pagi, kehabisan kopi n gula di rumah, mau beli tapi takut keluar rumah, lalu bacot sendiri, akhirnya kelihatan kurang baca regulasi, anggota dpd kok masah gitu...? parah🤣🤣","bpk anggota dpd ini mungkin blm ngopi ketum😁😁
mungkin akibat jd nggk bisa ngopi pagi, kehabisan kopi n gula di rumah, mau beli tapi takut keluar rumah, lalu bacot sendiri, akhirnya kelihatan kurang baca regulasi, anggota dpd kok masah gitu...? parah🤣🤣","bpk anggota dpd ini mungkin belum ngopi ketum😁😁
mungkin akibat jadi enggak bisa ngopi pagi, kehabisan kopi n gula di rumah, mau beli tapi takut keluar rumah, lalu bacot sendiri, akhirnya kelihatan kurang baca regulasi, anggota dpd kok masah gitu...? parah🤣🤣","bpk anggota dpd ngopi ketum 😁 😁 
 akibat ngopi pagi , kehabisan kopi n gula rumah , beli takut rumah , bacot , baca regulasi , anggota dpd masah gitu ... ? parah 🤣 🤣"
"lockdown. tunda ngopsskuyy dan ojo kluyuran paham pora kon, asu aku tok seng ora !!!
#dirumahaja #bacotsantuy","lockdown. tunda ngopsskuyy dan ojo kluyuran paham pora kon, asu aku tok seng ora !!!
#dirumahaja #bacotsantuy","lockdown. tunda ngopsskuyy dan ojo kluyuran paham pora kon, asu aku tok seng ora !!!
#dirumahaja #bacotsantuy",". tunda ngopsskuyy ojo kluyuran paham pora kon , asu tok seng ora ! ! ! 
 #dirumahaja #bacotsantuy"
@hvioletha perusahan lain sudah ngajukan buat lockdown kemaren maeeek . cuman belum di acc sama kpc . namanya kpc tuan rumah di sanggata kontraktornya cuman bisa ngikutin 🤣🤣,perusahan lain sudah ngajukan buat kemaren maeeek . cuman belum di acc sama kpc . namanya kpc tuan rumah di sanggata kontraktornya cuman bisa ngikutin 🤣🤣,perusahan lain sudah ngajukan buat kemarin maeeek . cuman belum di acc sama kpc . namanya kpc tuan rumah di sanggata kontraktornya cuman bisa mengikuti 🤣🤣,perusahan ngajukan kemarin maeeek . cuman acc kpc . namanya kpc tuan rumah sanggata kontraktornya cuman mengikuti 🤣 🤣
@laylaulyr ahh jadi rindu kerja akuu😪  lockdown e kelamaan ikii,ahh jadi rindu kerja akuu😪 e kelamaan ikii,ah jadi rindu kerja akuu😪 e kelamaan ikii,ah rindu kerja akuu 😪 e ikii
