text_asli,removed_noise,removed_alay,removed_stopwords
"rt @liongkytan: mau orang patuh sama social distancing?
ga perlu di enforce lockdown.. buka dengan transparent separah apa keadaan sebenern…","mau orang patuh sama social distancing?
ga perlu di enforce lockdown.. buka dengan transparent separah apa keadaan sebenern…","mau orang patuh sama social distancing?
ga perlu di enforce lockdown.. buka dengan transparent separah apa keadaan sebenern…","orang patuh social distancing ? 
 enforce .. buka transparent separah sebenern …"
@kompascom terus org2 kaya gini disuru lockdown? serba susah ya,terus org2 kaya gini disuru lockdown? serba susah ya,terus orang-orang kayak begini disuru lockdown? serba susah ya,orang-orang disuru ? serba susah
"rt @morasaki12: pihak berkuasa filipina tembak mati warganya yg berdegil enggan pakai mask selain memprovokasi pihak polis dlm tempoh ""lock…","pihak berkuasa filipina tembak mati warganya yg berdegil enggan pakai mask selain memprovokasi pihak polis dlm tempoh ""lock…","pihak berkuasa filipina tembak mati warganya yang berdegil enggan pakai mask selain memprovokasi pihak polis dalam tempoh ""lock…","berkuasa filipina tembak mati warganya berdegil enggan pakai mask memprovokasi polis tempoh "" lock …"
@bard1727 @kakikakikotak tapi kenapa jokowi x nak lockdown? kenapa masih tiada mass testing. sebab most of money went to infrastructur and army. lockdown di sana bermaksud semua makan minum dan duit untuk rakyat kerajaan tanggung.,tapi kenapa jokowi x nak lockdown? kenapa masih tiada mass testing. sebab most of money went to infrastructur and army. di sana bermaksud semua makan minum dan duit untuk rakyat kerajaan tanggung.,tapi kenapa jokowi kali nak lockdown? kenapa masih tiada mass testing. sebab most of money went tapi infrastructur and army. di sana bermaksud semua makan minum dan duit untuk rakyat kerajaan tanggung.,jokowi kali ? tiada mass testing . most of money went infrastructur and army . makan minum duit rakyat kerajaan tanggung .
"rt @13nenyrs: yang di lockdown hanya bumi. langit masih terbuka luas untuk kita. 

semoga kita bisa lebih rajin mengetuk pintu langit denga…",yang di hanya bumi. langit masih terbuka luas untuk kita. semoga kita bisa lebih rajin mengetuk pintu langit denga…,yang di hanya bumi. langit masih terbuka luas untuk kita. semoga kita bisa lebih rajin mengetuk pintu langit denga…,bumi . langit terbuka luas . semoga rajin mengetuk pintu langit denga …
belakang obl anti lockdown tetap percaya pada kesadaran dan kebersihan setiap warganya masing masing.,belakang obl anti tetap percaya pada kesadaran dan kebersihan setiap warganya masing masing.,belakang obl anti tetap percaya pada kesadaran dan kebersihan setiap warganya masing masing.,obl anti percaya kesadaran kebersihan warganya .
"@podoradong waow sepertinya begitu,, lockdown di tiadakan, tapi ada skenario lain utk memaksa darurat sipil,, sekalian darurat militer aja","waow sepertinya begitu,, di tiadakan, tapi ada skenario lain utk memaksa darurat sipil,, sekalian darurat militer aja","waow sepertinya begitu,, di tiadakan, tapi ada skenario lain untuk memaksa darurat sipil,, sekalian darurat militer saja","waow , , tiadakan , skenario memaksa darurat sipil , , darurat militer"
@dedekkholl @kkryadii lek hatimu mok lockdown pora 😂 😅,lek hatimu mok pora 😂 😅,lek hatimu mok pora 😂 😅,lek hatimu mok pora 😂 😅
"@bard1727 @kakikakikotak majoriti begitu. lihat, 3 juta rakyat mereka sedang mundir nak balik kampung. bila kerajaan negeri nak buat lockdown, kerajaan pusat x approve. indonesia bukan miskin ye..sebelum ini matawang dan ekonomi mereka dikatakan lebih kukuh dr malaysia","majoriti begitu. lihat, 3 juta rakyat mereka sedang mundir nak balik kampung. bila kerajaan negeri nak buat lockdown, kerajaan pusat x approve. bukan miskin ye..sebelum ini matawang dan ekonomi mereka dikatakan lebih kukuh dr malaysia","majoriti begitu. lihat, 3 juta rakyat mereka sedang mundir nak balik kampung. bila kerajaan negeri nak buat lockdown, kerajaan pusat kali approve. bukan miskin ye..sebelum ini matawang dan ekonomi mereka dikatakan lebih kukuh dari malaysia","majoriti . lihat , 3 juta rakyat mundir kampung . kerajaan negeri , kerajaan pusat kali approve . miskin ye .. matawang ekonomi kukuh malaysia"
"yang di lockdown hanya bumi. langit masih terbuka luas untuk kita. 

semoga kita bisa lebih rajin mengetuk pintu langit dengan sholat dan do'a.

aamiin","yang di hanya bumi. langit masih terbuka luas untuk kita. semoga kita bisa lebih rajin mengetuk pintu langit dengan sholat dan do'a.

aamiin","yang di hanya bumi. langit masih terbuka luas untuk kita. semoga kita bisa lebih rajin mengetuk pintu langit dengan sholat dan do'a.

aamiin","bumi . langit terbuka luas . semoga rajin mengetuk pintu langit sholat doa . 

 aamiin"
