text_asli,removed_noise,removed_alay,removed_stopwords
kawasan wisata batu kini berstatus lockdown menyusul pandemi virus corona covid-19. https://t.co/ilx2o5ocs6,kawasan wisata batu kini berstatus menyusul pandemi virus corona covid-19.,kawasan wisata batu kini berstatus menyusul pandemi virus corona covid-19.,kawasan wisata batu berstatus menyusul pandemi virus corona covid - 19 .
"12.22 #beritasonora - mujianto mengungkapkan, akibat kebijakan lockdown tersebut, suasana di sarawak saat ini sepi. https://t.co/af3rbmw4k1","12.22 #beritasonora - mujianto mengungkapkan, akibat kebijakan tersebut, suasana di sarawak saat ini sepi.","12.22 #beritasonora - mujianto mengungkapkan, akibat kebijakan tersebut, suasana di sarawak saat ini sepi.","12.22 #beritasonora - mujianto , akibat kebijakan , suasana sarawak sepi ."
"mujianto mengungkapkan, akibat kebijakan lockdown tersebut, suasana di sarawak saat ini sepi. https://t.co/mjbjdyf0c9","mujianto mengungkapkan, akibat kebijakan tersebut, suasana di sarawak saat ini sepi.","mujianto mengungkapkan, akibat kebijakan tersebut, suasana di sarawak saat ini sepi.","mujianto , akibat kebijakan , suasana sarawak sepi ."
"pasangan pengantin baru ditangkap karena gelar resepsi saat 'lockdown'. selain pasangan pengantin tersebut, sebanyak 50 orang tamu dan pendeta yang memimpin upacara pernikahan ikut dibawa ke kantor polisi. https://t.co/jopggtzyaj https://t.co/iq2lxwybgs","pasangan pengantin baru ditangkap karena gelar resepsi saat 'lockdown'. selain pasangan pengantin tersebut, sebanyak 50 orang tamu dan pendeta yang memimpin upacara pernikahan ikut dibawa ke kantor polisi.","pasangan pengantin baru ditangkap karena gelar resepsi saat 'lockdown'. selain pasangan pengantin tersebut, sebanyak 50 orang tamu dan pendeta yang memimpin upacara pernikahan ikut dibawa ke kantor polisi.","pasangan pengantin ditangkap gelar resepsi ' ' . pasangan pengantin , 50 orang tamu pendeta memimpin upacara pernikahan dibawa kantor polisi ."
"soroti beberapa tulisan lockdown yang salah di indonesia, ari wibowo: yang penting niatnya https://t.co/pihgk1oudz","soroti beberapa tulisan yang salah di indonesia, ari wibowo: yang penting niatnya","soroti beberapa tulisan yang salah di indonesia, ari wibowo: yang penting niatnya","soroti tulisan salah , ari wibowo : niatnya"
"dalam penanganan covid-19, pemerintah korea selatan juga membentuk gugus tugas seperti indonesia - #sains https://t.co/oqkbw1iglw","dalam penanganan covid-19, pemerintah korea selatan juga membentuk gugus tugas seperti - #sains","dalam penanganan covid-19, pemerintah korea selatan juga membentuk gugus tugas seperti - #sains","penanganan covid - 19 , pemerintah korea selatan membentuk gugus tugas - #sains"
"mantan pelatih persipura, wanderley junior, yang menukangi klub phrae united saat ini terjebak di thailand yang tengah berperang menghadapi gempuran penularan virus corona covid-19. https://t.co/pmpooh0zux","mantan pelatih persipura, wanderley junior, yang menukangi klub phrae united saat ini terjebak di thailand yang tengah berperang menghadapi gempuran penularan virus corona covid-19.","mantan pelatih persipura, wanderley junior, yang menukangi klub phrae united saat ini terjebak di thailand yang tengah berperang menghadapi gempuran penularan virus corona covid-19.","mantan pelatih persipura , wanderley junior , menukangi klub phrae united terjebak thailand berperang menghadapi gempuran penularan virus corona covid - 19 ."
"di india, bayi kembar diberi nama corona dan covid. sedangkan di indonesia...

https://t.co/y1ygjqyyfe https://t.co/wuvg5cm5ud","di india, bayi kembar diberi nama corona dan covid. sedangkan di","di india, bayi kembar diberi nama corona dan covid. sedangkan di","india , bayi kembar nama corona covid ."
"wabah virus corona semakin menyebar di indonesia. angka kasus positif virus ini terus bertambah. saatnya ri lockdown? #lockdown #coronavirus 

via @detikfinance https://t.co/gr1stxczv7",wabah virus corona semakin menyebar di indonesia. angka kasus positif virus ini terus bertambah. saatnya ri lockdown? #lockdown #coronavirus via,wabah virus corona semakin menyebar di indonesia. angka kasus positif virus ini terus bertambah. saatnya ri lockdown? #lockdown #coronavirus via,wabah virus corona menyebar . angka positif virus bertambah . ri ? #lockdown #coronavirus via
makan konate saat ini berada di surabaya karena tidak bisa kembali ke negaranya seiring kebijakan lockdown yang dilakukan pemerintah mali selama pandemi virus corona. https://t.co/oaademf8zj,makan konate saat ini berada di surabaya karena tidak bisa kembali ke negaranya seiring kebijakan yang dilakukan pemerintah mali selama pandemi virus corona.,makan konate saat ini berada di surabaya karena tidak bisa kembali ke negaranya seiring kebijakan yang dilakukan pemerintah mali selama pandemi virus corona.,makan konate surabaya negaranya seiring kebijakan pemerintah mali pandemi virus corona .
virus corona: 'lockdown' membuat saya terkurung di rumah dengan orang yang menyiksa saya. https://t.co/4xfvddit6r https://t.co/ex6xjcahts,virus corona: 'lockdown' membuat saya terkurung di rumah dengan orang yang menyiksa saya.,virus corona: 'lockdown' membuat saya terkurung di rumah dengan orang yang menyiksa saya.,virus corona : ' ' terkurung rumah orang menyiksa .
"jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot indonesia di youtube channel talk show tvone klik https://t.co/nguw4na5wa
#hotindonesiaone #covid19 https://t.co/nxbsz3rq63","jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot di youtube channel talk show tvone klik #covid19","jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot di youtube channel talk show tvone klik #covid19","jakarta memberlakukan , ? 
 saksikan pembahasan menariknya dalton , sandiaga sandrina hot youtube channel talk show tvone klik #covid19"
"jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot indonesia di youtube channel talk show tvone klik https://t.co/nguw4na5wa
#hotindonesiaone #covid19 https://t.co/o6ia3dfts8","jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot di youtube channel talk show tvone klik #covid19","jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot di youtube channel talk show tvone klik #covid19","jakarta memberlakukan , ? 
 saksikan pembahasan menariknya dalton , sandiaga sandrina hot youtube channel talk show tvone klik #covid19"
"jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot indonesia di youtube channel talk show tvone klik https://t.co/nguw4na5wa
#hotindonesiaone #covid19 https://t.co/obinbmbm8m","jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot di youtube channel talk show tvone klik #covid19","jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot di youtube channel talk show tvone klik #covid19","jakarta memberlakukan , ? 
 saksikan pembahasan menariknya dalton , sandiaga sandrina hot youtube channel talk show tvone klik #covid19"
"angka kasus positif virus corona di indonesia terus bertambah, namun keputusan lockdown masih belum diambil pemerintah. #viruscorona 

via @detikfinance https://t.co/kxeiaoy8ik","angka kasus positif virus corona di terus bertambah, namun keputusan masih belum diambil pemerintah. #viruscorona via","angka kasus positif virus corona di terus bertambah, namun keputusan masih belum diambil pemerintah. #viruscorona via","angka positif virus corona bertambah , keputusan diambil pemerintah . #viruscorona via"
"jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot indonesia di youtube channel talk show tvone klik https://t.co/nguw4na5wa
#hotindonesiaone #covid19 https://t.co/izndnw5rrq","jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot di youtube channel talk show tvone klik #covid19","jakarta akan memberlakukan lockdown, kapan saat yang tepat?
saksikan pembahasan menariknya bersama dalton, sandiaga dan sandrina dalam hot di youtube channel talk show tvone klik #covid19","jakarta memberlakukan , ? 
 saksikan pembahasan menariknya dalton , sandiaga sandrina hot youtube channel talk show tvone klik #covid19"
"siti rohimah, pekerja migran indonesia (pmi) asal cilacap mencari daun ubi untuk dimakan akibat lockdown untuk mencegah penyebaran virus corona di malaysia. #lockdown https://t.co/n0xmwbnchp","siti rohimah, pekerja migran (pmi) asal cilacap mencari daun ubi untuk dimakan akibat untuk mencegah penyebaran virus corona di malaysia. #lockdown","siti rohimah, pekerja migran (pmi) asal cilacap mencari daun ubi untuk dimakan akibat untuk mencegah penyebaran virus corona di malaysia. #lockdown","siti rohimah , pekerja migran ( pmi ) cilacap mencari daun ubi dimakan akibat mencegah penyebaran virus corona malaysia . #lockdown"
"pemerintah belanda berupaya menerapkan karantina wilayah secara cerdas atau disebut ""intelligent lockdown"". namun, penyebaran wabah virus corona begitu cepat di belanda sehingga tingkat kematian di negara itu merupakan salah satu tertinggi di dunia. https://t.co/kz43v7epfr https://t.co/jxsowdntig","pemerintah belanda berupaya menerapkan karantina wilayah secara cerdas atau disebut ""intelligent lockdown"". namun, penyebaran wabah virus corona begitu cepat di belanda sehingga tingkat kematian di negara itu merupakan salah satu tertinggi di dunia.","pemerintah belanda berupaya menerapkan karantina wilayah secara cerdas atau disebut ""intelligent lockdown"". namun, penyebaran wabah virus corona begitu cepat di belanda sehingga tingkat kematian di negara itu merupakan salah satu tertinggi di dunia.","pemerintah belanda berupaya menerapkan karantina wilayah cerdas "" intelligent "" . , penyebaran wabah virus corona cepat belanda tingkat kematian negara salah tertinggi dunia ."
"sekilas sama dengan yg sedang dijalankan teman2 di indonesia ya? bedanya, ini resmi ada ""aturan mainnya"".

selama ini sg berhasil melakukan mitigasi tanpa perlu lockdown. karena situasi memburuk 2 minggu terakhir, lockdown diterapkan skrg. 4 days notice jadi bisa persiapan.","sekilas sama dengan yg sedang dijalankan teman2 di ya? bedanya, ini resmi ada ""aturan mainnya"".

selama ini sg berhasil melakukan mitigasi tanpa perlu lockdown. karena situasi memburuk 2 minggu terakhir, diterapkan skrg. 4 days notice jadi bisa persiapan.","sekilas sama dengan yang sedang dijalankan teman-teman di ya? bedanya, ini resmi ada ""aturan mainnya"".

selama ini sg berhasil melakukan mitigasi tanpa perlu lockdown. karena situasi memburuk 2 minggu terakhir, diterapkan skrg. 4 days notice jadi bisa persiapan.","sekilas dijalankan teman-teman ? bedanya , resmi "" aturan mainnya "" . 

 sg berhasil mitigasi . situasi memburuk 2 minggu , diterapkan . 4 days notice persiapan ."
