text_asli,removed_noise,removed_alay,removed_stopwords
"mengenai lockdown di negara (seperti indonesia 🇮🇩) yang mayoritas rakyatnya ekonomi lemah/kecil, 

bill gates sama seperti @kawalcovid19 mengkhawatirkan kematian massal dulu bukan ekonomi. bukan hanya virusnya, juga yang tak dapat rs 

tenaga kesehatan yang sakit dan berguguran. https://t.co/bydiwqlkfo","mengenai di negara (seperti 🇮🇩) yang mayoritas rakyatnya ekonomi lemah/kecil, bill gates sama seperti mengkhawatirkan kematian massal dulu bukan ekonomi. bukan hanya virusnya, juga yang tak dapat rs tenaga kesehatan yang sakit dan berguguran.","mengenai di negara (seperti 🇮🇩) yang mayoritas rakyatnya ekonomi lemah/kecil, bill gates sama seperti mengkhawatirkan kematian massal dulu bukan ekonomi. bukan hanya virusnya, juga yang tak dapat rs tenaga kesehatan yang sakit dan berguguran.","negara ( 🇮 🇩 ) mayoritas rakyatnya ekonomi lemah / , bill gates mengkhawatirkan kematian massal ekonomi . virusnya , rs tenaga kesehatan sakit berguguran ."
"bill gates: 🇺🇸 sudah terlambat untuk menghindari lockdown/shutdown, karena tidak cepat tegas bertindak. sekarang solusinya hanya shutdown.

mirip sekali dengan indonesia 🇮🇩 kan? https://t.co/3fq0vvzlo3","bill gates: 🇺🇸 sudah terlambat untuk menghindari lockdown/shutdown, karena tidak cepat tegas bertindak. sekarang solusinya hanya shutdown.

mirip sekali dengan 🇮🇩 kan?","bill gates: 🇺🇸 sudah terlambat untuk menghindari lockdown/shutdown, karena tidak cepat tegas bertindak. sekarang solusinya hanya shutdown.

mirip sekali dengan 🇮🇩 kan?","bill gates : 🇺 🇸 terlambat menghindari / shutdown , cepat bertindak . solusinya shutdown . 

 🇮 🇩 ?"
"@billgates pun sama seperti kami @kawalcovid19 mendorong lockdown/shutdown (karantina wilayah). 

tes masal dan containment/isolasi tuntas juga. 

situasi wabah #covid19 di indonesia 🇮🇩 tidak jauh berbeda dengan di amerika serikat 🇺🇸 , respon pemerintahnya pun sangat-sangat sama. https://t.co/jsbgrpiltf","pun sama seperti kami mendorong lockdown/shutdown (karantina wilayah). tes masal dan containment/isolasi tuntas juga. situasi wabah #covid19 di 🇮🇩 tidak jauh berbeda dengan di amerika serikat 🇺🇸 , respon pemerintahnya pun sangat-sangat sama.","pun sama seperti kami mendorong lockdown/shutdown (karantina wilayah). tes masal dan containment/isolasi tuntas juga. situasi wabah #covid19 di 🇮🇩 tidak jauh berbeda dengan di amerika serikat 🇺🇸 , respon pemerintahnya pun sangat-sangat sama.","mendorong / shutdown ( karantina wilayah ) . tes masal containment / isolasi tuntas . situasi wabah #covid19 🇮 🇩 berbeda amerika serikat 🇺 🇸 , respon pemerintahnya sangat-sangat ."
"gelandang borneo fc, nuriddin davronov, terpaksa bertahan di samarinda, kalimantan timur, karena tajikistan memberlakukan lockdown. https://t.co/idgn2xt4bc","gelandang borneo fc, nuriddin davronov, terpaksa bertahan di samarinda, kalimantan timur, karena tajikistan memberlakukan lockdown.","gelandang borneo fc, nuriddin davronov, terpaksa bertahan di samarinda, kalimantan timur, karena tajikistan memberlakukan lockdown.","gelandang borneo fc , nuriddin davronov , terpaksa bertahan samarinda , kalimantan timur , tajikistan memberlakukan ."
"para tenaga kerja indonesia (tki) yang terdampak kebijakan lockdown di malaysia, dan terancam kelaparan ternyata belum menerima bantuan dari pemerintah. #tki https://t.co/jkmjxa8f57","para tenaga kerja (tki) yang terdampak kebijakan di malaysia, dan terancam kelaparan ternyata belum menerima bantuan dari pemerintah. #tki","para tenaga kerja (tki) yang terdampak kebijakan di malaysia, dan terancam kelaparan ternyata belum menerima bantuan dari pemerintah. #tki","tenaga kerja ( tki ) terdampak kebijakan malaysia , terancam kelaparan menerima bantuan pemerintah . #tki"
"cara mengatasi covid-19:
-indonesia lockdown ❌
-social distancing dipertegas ❌
-larangan mudik ❌
-transparansi pemerintah pusat ❌
-ketegasan untuk memberi sanksi agar orang patuh #stayathome ❌
-membebaskan 35.000 orang narapidana ✅","cara mengatasi covid-19:
-indonesia ❌
-social distancing dipertegas ❌
-larangan mudik ❌
-transparansi pemerintah pusat ❌
-ketegasan untuk memberi sanksi agar orang patuh #stayathome ❌
-membebaskan 35.000 orang narapidana ✅","cara mengatasi covid-19:
-indonesia ❌
-social distancing dipertegas ❌
-larangan mudik ❌
-transparansi pemerintah pusat ❌
-ketegasan untuk memberi sanksi agar orang patuh #stayathome ❌
-membebaskan 35.000 orang narapidana ✅","mengatasi covid - 19 : 
 -indonesia ❌ 
 -social distancing dipertegas ❌ 
 -larangan mudik ❌ 
 -transparansi pemerintah pusat ❌ 
 -ketegasan sanksi orang patuh #stayathome ❌ 
 -membebaskan 35.000 orang narapidana ✅"
"menurut pakar epidemiologi, indonesia masih memerlukan lockdown dalam memerangi virus corona. namun, jangan hanya berkaca dari china. https://t.co/dzugb2lubx","menurut pakar epidemiologi, masih memerlukan dalam memerangi virus corona. namun, jangan hanya berkaca dari china.","menurut pakar epidemiologi, masih memerlukan dalam memerangi virus corona. namun, jangan hanya berkaca dari china.","pakar epidemiologi , memerangi virus corona . , berkaca china ."
pemerintah melakukan pengawasan ketat terhadap ratusan ribu wni pekerja migran di malaysia yang akan pulang ke tanah air imbas dari kebijakan lockdown https://t.co/bswmqpoqyz,pemerintah melakukan pengawasan ketat terhadap ratusan ribu wni pekerja migran di malaysia yang akan pulang ke tanah air imbas dari kebijakan,pemerintah melakukan pengawasan ketat terhadap ratusan ribu wni pekerja migran di malaysia yang akan pulang ke tanah air imbas dari kebijakan,pemerintah pengawasan ketat ratusan ribu wni pekerja migran malaysia pulang tanah air imbas kebijakan
"malaysia 'lockdown', indonesia siagakan kapal perang untuk jemput tki  #taucepattanpabatas #beritaterkini #berita #news #beritanasional . https://t.co/4bgrgmu86j","malaysia 'lockdown', siagakan kapal perang untuk jemput tki #taucepattanpabatas #beritaterkini #berita #news #beritanasional .","malaysia 'lockdown', siagakan kapal perang untuk jemput tki #taucepattanpabatas #beritaterkini #berita #news #beritanasional .","malaysia ' ' , siagakan kapal perang jemput tki #taucepattanpabatas #beritaterkini #berita #news #beritanasional ."
"lockdown di indonesia bukan solusi, karena akibatnya bisa jadi revolusi https://t.co/xhfkun7dhm","di bukan solusi, karena akibatnya bisa jadi revolusi","di bukan solusi, karena akibatnya bisa jadi revolusi","solusi , akibatnya revolusi"
